data,B6D2F1,BXD1,BXD11,BXD11TY,BXD12,BXD13,BXD14,BXD15,BXD16,BXD19,BXD2,BXD21,BXD23,BXD24,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD36,BXD38,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD5,BXD51,BXD6,BXD60,BXD62,BXD69,BXD73,BXD77,BXD8,BXD85,BXD86,BXD9,BXD92,C57BL6J,DBA2J
Gfer,0.9053333333333334,0.356,1.687,1.294,0.2255,1.6059999999999999,1.389,1.5305,1.657,1.5030000000000001,1.526,0.46099999999999997,1.4994999999999998,0.319,0.021500000000000005,1.3035,0.27549999999999997,0.41,0.2555,0.016499999999999997,1.4205,0.0945,0.504,1.4535,1.56,1.5015,0.2945,1.389,1.4195,0.32,1.43,0.304,1.345,0.321,0.47,0.39199999999999996,1.375,1.549,1.338,0.3605,1.3705,1.2625000000000002,1.3141818181818181,0.6397857142857143
Glo1,2.0461666666666667,2.1845,2.781,2.407,1.3010000000000002,1.4245,1.0385,1.373,2.373,1.6764999999999999,1.4365,2.4690000000000003,1.456,2.4865,2.3724999999999996,1.825,2.4955,2.6545,2.4085,2.6109999999999998,1.7555,2.21,2.69,2.1799999999999997,1.415,1.359,2.5585,1.3205,1.2835,2.089,1.3225,2.4435000000000002,0.999,2.433,2.681,2.2005,1.383,1.374,1.415,2.5175,2.3810000000000002,1.397,1.1041363636363637,2.454571428571429
Gnai1,1.6815,1.8415,1.166,0.64,2.1785,2.25,2.171,0.909,1.2414999999999998,0.9225000000000001,2.302,2.4459999999999997,1.8900000000000001,1.4020000000000001,1.1864999999999999,1.532,1.742,1.2389999999999999,0.821,1.7734999999999999,1.9365,0.9864999999999999,0.9504999999999999,0.9345000000000001,2.3994999999999997,0.255,2.2,2.0105,1.14,2.033,1.883,1.0270000000000001,2.1105,2.08,2.2075,1.9555,1.0285,1.0310000000000001,1.8735,1.7945000000000002,1.07,0.966,1.657181818181818,1.2097857142857145
Gngt1,1.5481666666666667,1.1545,1.055,2.23,0.7615000000000001,1.424,0.7995000000000001,1.612,2.0410000000000004,2.4085,1.9785,1.429,1.2639999999999998,0.47350000000000003,0.3465,1.6975,0.836,1.224,1.2275,1.135,1.4355,1.683,2.2115,1.9140000000000001,0.9825,1.851,1.2345000000000002,2.262,1.955,1.7155,1.7115,1.5185,0.9890000000000001,0.8385,2.518,0.9875,2.0585,2.3390000000000004,1.3519999999999999,1.639,0.37350000000000005,1.5285000000000002,1.1676363636363636,1.360357142857143
Gpr98,1.5648333333333333,1.929,1.037,0.189,0.9845,1.2269999999999999,1.1695,1.1275,0.725,1.9169999999999998,1.552,0.742,0.9510000000000001,0.1315,0.5885,1.4405000000000001,1.8185000000000002,2.577,0.173,1.51,1.763,1.0115,1.2125,2.1665,2.586,0.663,1.12,0.3205,2.098,0.46299999999999997,1.1065,0.609,1.8795,1.141,1.308,0.9105,2.3365,1.756,1.7145000000000001,1.1295,0.921,0.8634999999999999,0.7115454545454546,2.1487857142857143
Hao3,-2.0403333333333333,-2.5375,-4.829,1.532,-2.4545,-3.7424999999999997,-2.144,-1.8815000000000002,-3.0825,-2.4490000000000003,-3.229,-2.7915,-2.7695,-6.0285,-2.726,-2.577,-2.6515,-3.7815,0.951,-1.6305,-2.5015,-2.2075,-1.7440000000000002,-2.6805,-2.8040000000000003,-2.127,-2.5509999999999997,-2.4395000000000002,-2.396,-2.552,-1.4695,-2.707,-2.9605,-1.6775000000000002,-1.6545,-1.494,-2.3884999999999996,-1.4994999999999998,-2.6785,-2.3440000000000003,-3.378,-0.775,-2.9176818181818187,-0.5971428571428572
Hc,0.6561666666666667,1.148,1.057,1.073,1.494,-1.113,0.008499999999999952,1.3125,-1.1764999999999999,-0.535,1.379,-0.828,-0.33799999999999997,-0.654,1.621,1.3395000000000001,-1.1105,-0.5775,1.1925,-1.25,-0.257,1.4769999999999999,1.3395000000000001,-0.9570000000000001,-0.47100000000000003,1.4209999999999998,-0.808,1.338,1.038,-1.2235,1.1505,1.4045,-0.7685,1.1665,1.12,1.006,-0.8674999999999999,1.4655,1.1764999999999999,-0.6194999999999999,-0.9835,1.3085,0.9841818181818183,-0.7924285714285714
Hdhd3,2.0273333333333334,2.697,0.853,1.569,1.2934999999999999,2.4885,0.5800000000000001,2.5054999999999996,1.545,1.7505000000000002,1.763,1.7235,1.482,1.9779999999999998,1.2405,1.1865,1.2645,1.6095000000000002,1.6925,1.0975,1.931,1.41,1.669,1.5935,1.148,2.6710000000000003,2.1695,2.5975,1.751,0.882,2.41,1.0015,2.5205,2.4725,2.31,2.105,2.8845,1.9344999999999999,2.0645,1.714,0.8,2.6055,1.5145454545454546,2.5007857142857146
Hnrnpa3,0.7726666666666667,1.4475,0.646,1.23,1.407,0.932,0.51,0.773,0.692,0.9204999999999999,0.21399999999999997,0.7065,1.561,0.771,1.3170000000000002,0.6475,-0.0655,1.1125,0.778,0.5985,0.3765,0.06000000000000001,1.205,1.1885,0.85,0.596,-0.5555,1.103,0.10350000000000004,0.707,0.8925,-0.6185,0.5070000000000001,1.709,0.8285,0.1925,0.9355,1.2149999999999999,0.633,1.0865,-0.855,1.49,0.7884545454545454,1.0405
Hoxb3,-0.9093333333333332,-0.15950000000000003,-0.763,-1.785,-0.54,-0.7115,-1.2545,-0.5589999999999999,-1.6155,-1.7245,-1.2449999999999999,-0.536,-1.5074999999999998,-0.9910000000000001,-0.46849999999999997,-0.9460000000000001,-0.8494999999999999,-1.3035,-1.0335,1.858,-0.9115,-0.484,-1.468,-1.5085,-0.6515,-0.858,-0.43500000000000005,-0.9480000000000001,-1.3065,-0.513,-1.8695,-0.40700000000000003,-0.3145,-1.299,-1.7469999999999999,-1.7109999999999999,-0.925,-1.2225000000000001,-1.695,-1.6265,-0.188,-1.8239999999999998,-0.9992272727272727,-0.8674999999999999
Hspa1a,-2.4085,-1.909,-2.496,-3.004,0.008000000000000007,-1.62,-1.292,-2.3765,-3.0945,-2.544,-2.925,0.9149999999999999,-2.043,-0.1715,-1.1409999999999998,-1.2275,2.2855,-2.6055,-1.5015,-2.724,-1.6595,-1.96,-2.396,-2.0115,-2.135,-1.778,-2.7765,-2.186,-1.8609999999999998,-0.632,-2.067,-1.46,-1.936,-2.5575,-2.7225,-2.649,-1.9805000000000001,-2.661,-2.8095,-2.8475,-0.6729999999999999,-2.8865,-2.4684545454545455,-2.104714285714286
Ifi202b,2.6391666666666667,-0.06699999999999999,3.132,4.052,-0.322,-0.216,-0.1255,-0.153,-0.3255,-0.2925,3.598,-0.054,0.1385,3.6235,3.698,3.7975000000000003,-0.176,4.3875,-0.19,2.3655,1.9315,-0.0295,4.273,-0.23049999999999998,-0.20299999999999999,3.437,3.422,-0.02049999999999999,3.912,3.7945,0.03899999999999999,0.0135,3.511,4.5425,4.075,0.377,3.8205,4.33,0.49849999999999994,4.224,2.411,3.9495,-0.17786363636363636,3.741357142857143
Ifi44,0.15633333333333335,0.525,-1.036,0.143,1.6135000000000002,-0.418,0.1965,0.419,1.6549999999999998,0.28400000000000003,0.25399999999999995,2.137,0.2365,0.1275,1.56,0.6915,0.12,0.9375,0.724,0.4630000000000001,0.7795000000000001,0.37649999999999995,1.08,-0.647,1.0245,-0.2035,0.148,1.595,-0.022999999999999993,0.667,0.9969999999999999,0.1015,0.3145,1.4605000000000001,-0.2105,0.8875,0.6355,1.98,0.9755,0.19749999999999998,-0.543,0.2745,0.23877272727272728,0.8636428571428573
Ifit1,0.45216666666666666,1.2574999999999998,-0.694,1.573,1.3599999999999999,0.4295,0.3295,0.875,1.8835000000000002,1.262,0.9790000000000001,2.084,0.135,0.7310000000000001,2.0854999999999997,1.037,0.6295000000000001,1.3535,1.5045,0.6769999999999999,0.4145,0.6960000000000001,1.4085,0.0575,1.043,0.2095,0.5509999999999999,2.099,0.4,0.487,1.2245,0.098,0.912,2.283,0.198,1.05,0.5865,2.811,1.0345,0.762,0.5925,0.5125,0.4988181818181818,0.9781428571428572
Igfbp1,0.8941666666666667,1.4315,1.708,2.172,3.5090000000000003,0.6995,3.0934999999999997,1.6789999999999998,1.4895,2.0315000000000003,1.8119999999999998,2.348,2.7399999999999998,2.4285,1.2570000000000001,3.2655000000000003,1.325,0.146,1.8555000000000001,0.46049999999999996,0.937,1.685,2.7255,1.0470000000000002,2.77,1.6059999999999999,0.994,2.5715000000000003,1.9184999999999999,3.6485,1.8410000000000002,1.205,1.6625,0.187,1.6385,2.529,-0.839,1.8795,1.153,1.7755,2.2765,0.5265,2.1091818181818183,0.8783571428571427
Igtp,1.2466666666666668,1.927,-0.223,1.489,1.6219999999999999,1.4889999999999999,0.9650000000000001,1.1225,1.9485000000000001,1.6415000000000002,1.924,2.3810000000000002,1.1915,1.198,2.6075,1.7145000000000001,1.6875,2.7560000000000002,1.7770000000000001,1.8375,2.7605,1.7995,2.2305,0.7390000000000001,1.3375,1.0295,1.8225000000000002,2.131,1.428,1.5285,2.101,1.4420000000000002,1.506,3.403,0.8835,2.073,1.8984999999999999,1.975,1.7455,1.11,1.111,1.5085000000000002,0.947090909090909,1.6416428571428572
Il1r1,1.1813333333333331,2.0505,1.112,0.945,1.316,1.5134999999999998,2.4935,0.937,1.143,1.3855,1.6789999999999998,1.69,2.4645,3.4610000000000003,1.8920000000000001,1.0895000000000001,1.1155,1.445,0.783,1.5110000000000001,1.1305,0.7365,0.9405000000000001,0.8785000000000001,1.6425,1.0495,1.9675,0.99,0.9909999999999999,1.9805000000000001,0.725,1.1565,0.968,1.1525,1.206,1.085,1.129,0.9405000000000001,1.5165000000000002,1.4045,2.298,1.3385,1.1342272727272726,1.8430714285714287
Inhba,1.3781666666666668,1.355,1.761,2.126,0.8775,1.7000000000000002,1.2125000000000001,1.587,1.1909999999999998,1.9020000000000001,2.2275,1.9165,2.5575,2.1225,0.9335,1.8995,1.4625,1.9649999999999999,1.472,4.6865,1.696,1.9365,1.831,1.5955,1.8014999999999999,1.787,1.3725,1.4765000000000001,2.0069999999999997,0.911,1.3505,1.2385000000000002,1.7389999999999999,1.9049999999999998,1.851,0.9775,2.1475,2.298,1.19,1.7554999999999998,0.4735,1.4285,1.1981818181818182,2.2004285714285716
Insig2,0.9664999999999999,0.9239999999999999,1.732,2.194,0.5315,2.132,0.7905,1.784,1.7319999999999998,1.7574999999999998,1.4715,1.252,1.35,1.576,0.814,2.141,0.256,1.2489999999999999,1.709,0.4425,0.8215,0.7665,2.0965,0.829,1.2675,1.5274999999999999,1.5885,1.6320000000000001,2.1125,1.6565,1.444,1.2914999999999999,0.797,0.6114999999999999,0.925,-0.379,1.0045,1.709,0.3045,1.4445000000000001,0.1985,0.0845,0.28086363636363637,1.8275000000000001
Isg15,0.5481666666666666,1.4104999999999999,-0.206,1.415,1.4905,0.5720000000000001,0.805,1.2245,2.039,1.2425000000000002,1.3795000000000002,2.6085,0.764,1.3485,2.0635000000000003,1.029,0.6200000000000001,1.4745,1.3984999999999999,0.703,0.9544999999999999,0.8160000000000001,1.3975,0.547,1.1404999999999998,0.7755000000000001,1.0225,2.0705,0.7495,1.0474999999999999,1.4825,0.39749999999999996,0.7495,2.1875,0.47050000000000003,1.0255,0.8425,2.7969999999999997,1.1215,0.8975,1.051,0.9339999999999999,0.8560909090909091,1.0579285714285713
Kcnj12,-0.9641666666666667,-0.3845,-0.676,-1.488,-0.5005000000000001,-0.34650000000000003,-1.1575,-0.40599999999999997,-1.45,-1.4415,-1.121,-1.096,-1.247,-1.2515,-0.27799999999999997,-0.9445,-1.246,-1.177,-1.1415,-0.9435,-0.9555,-0.782,-1.1629999999999998,-0.9785,2.3699999999999997,-0.7635,-1.04,-0.5275000000000001,-1.0715000000000001,-0.547,-1.266,-0.7344999999999999,-0.7955,-0.931,-1.3855,-1.3255,-0.8665,-0.867,-1.3319999999999999,-1.3215,-0.7084999999999999,-1.4769999999999999,-0.9869545454545455,-0.9175714285714286
Krtap16-3,-0.13516666666666668,-0.048999999999999995,-0.429,-0.132,-0.237,-0.031999999999999994,-0.16,-0.11249999999999999,-0.1405,-0.0245,-0.017999999999999988,-0.186,-0.066,-0.2075,-0.164,-0.125,0.21750000000000003,-0.2625,-0.11950000000000001,0.043,-0.1495,-0.1235,-0.040499999999999994,3.4815,-0.184,-0.2835,0.002,0.022499999999999996,-0.12,-0.134,0.03949999999999999,-0.067,-0.181,-0.125,0.1665,0.024,0.007500000000000007,-0.0985,-0.039,0.099,-0.17450000000000002,0.010500000000000002,-0.09413636363636364,-0.1165
Lcn13,0.5736666666666667,0.011000000000000003,1.092,0.381,-0.0025000000000000005,0.006500000000000006,0.24700000000000003,0.107,1.799,0.5095000000000001,0.829,0.9425,1.245,1.6265,1.2475,1.0555,0.0745,2.0815,-0.062,0.862,0.5495,0.2575,0.558,1.111,0.3405,0.4855,0.246,0.3825,0.40149999999999997,-0.569,0.5345,1.5495,0.27899999999999997,-0.1365,1.7974999999999999,0.05149999999999999,1.3435,1.3840000000000001,0.65,1.01,1.0625,1.3365,0.07409090909090908,1.0389285714285714
Lcn2,-0.9658333333333333,0.6505000000000001,-1.475,0.026,-0.14,-0.11399999999999999,1.821,-0.15599999999999997,0.016000000000000014,-1.1575,-1.047,0.5355,2.382,1.3595,2.2205,-0.8514999999999999,-0.27999999999999997,0.565,0.47,-0.605,-0.0895,-0.3075,-0.14150000000000001,-1.034,1.182,0.5085,1.1955,0.37950000000000006,-0.14200000000000007,1.763,-0.3195,0.06800000000000006,0.4135,0.2525,-0.518,0.48050000000000004,-0.7655000000000001,-1.0015,-0.185,0.131,1.9639999999999997,-0.9415,-0.5817727272727272,0.8453571428571429
Lpin1,1.329,1.3605,0.48,0.074,0.6799999999999999,1.6905,0.736,1.073,0.927,0.747,-0.05299999999999999,0.2605,-0.06649999999999999,1.2269999999999999,2.0,1.0114999999999998,2.1465,0.128,0.1205,0.4895,0.9055,1.216,-0.03250000000000001,0.6845,0.369,0.0755,0.32499999999999996,0.05,1.262,2.8395,0.85,1.4165,0.28800000000000003,1.9415,0.21949999999999997,0.4015,0.011500000000000002,-0.030500000000000003,0.394,0.11750000000000001,0.8075,0.333,1.6864545454545452,0.3205
Lrrc67,0.6676666666666667,1.505,-0.916,-0.621,0.471,0.656,0.6595,-0.5569999999999999,-0.9724999999999999,-0.8165,1.588,-1.079,1.295,-0.05249999999999999,-1.154,-1.082,0.05249999999999999,1.827,1.133,1.269,1.0050000000000001,0.8385,-0.24749999999999994,-0.006000000000000005,0.5815,-0.687,-0.7215,1.2534999999999998,0.383,-0.704,2.1055,-0.6545000000000001,0.944,-1.1179999999999999,1.938,-0.8945,1.5265,-1.4005,-0.9455,-1.496,0.15849999999999997,-0.35749999999999993,0.12463636363636364,-0.6430714285714286
Lrtm1,2.7271666666666667,2.7315,1.053,3.17,3.4455,3.9025,1.0805,1.509,3.232,2.598,0.9135000000000001,2.388,1.2245,1.875,2.018,2.956,2.31,2.9379999999999997,3.8930000000000002,3.7135000000000002,1.805,3.254,2.6775,3.7475,2.8869999999999996,3.0575,3.4619999999999997,2.4115,3.096,3.2915,3.466,2.0995,3.2145,3.208,3.0664999999999996,4.0055,2.614,2.281,2.6515,2.9764999999999997,2.079,2.9425,2.7758181818181815,3.4669285714285714
Lsm12,1.6961666666666666,2.1325000000000003,1.108,0.734,1.0675,1.258,1.3855,1.942,0.67,2.0585,2.3755,2.404,2.1,2.26,0.966,0.9465,1.119,2.1975,0.9875,2.5925000000000002,2.189,1.1515,0.7795,1.3575,1.9090000000000003,1.308,1.5045,0.9255,0.9490000000000001,1.8085,2.1325,1.661,2.0780000000000003,2.5045,2.3385,1.928,2.1799999999999997,2.351,0.9165000000000001,1.946,2.434,2.2024999999999997,1.1064545454545454,2.036142857142857
Lta,-1.6481666666666666,-0.9135,-1.442,-2.429,-1.3575,-1.017,-1.9295,-1.2705,-2.1895,-2.242,-2.237,-1.3135,3.1325000000000003,-1.718,-1.241,-1.447,-1.482,-1.8105000000000002,-1.6335000000000002,-1.659,-1.0755,-0.894,-2.0335,-1.692,-1.3704999999999998,-1.5394999999999999,-1.417,-1.7705,-2.0135,-1.384,-2.267,-0.7075,-1.238,-1.932,-2.3165,-2.2545,-1.5795,-1.9325,-2.51,-2.1005000000000003,-0.952,-2.3325,-1.7160454545454547,-1.6169285714285715
Mchr1,1.7151666666666667,1.824,3.0,0.463,1.7369999999999999,2.2715,0.9015,1.371,0.5145,0.615,0.511,2.3899999999999997,1.467,1.314,1.486,1.295,1.6604999999999999,1.8424999999999998,0.878,1.3645,0.6465000000000001,1.7315,0.801,1.3530000000000002,2.1145,2.5709999999999997,1.444,0.97,1.085,2.745,0.837,1.4020000000000001,1.468,2.52,0.6890000000000001,0.4235,1.443,1.5630000000000002,0.4575,0.5855,0.9209999999999999,0.6445,1.5457272727272728,1.662857142857143
Mfsd2,0.9608333333333334,0.46699999999999997,-0.474,0.294,1.5905,1.443,1.7934999999999999,0.30400000000000005,0.706,-0.5215,-0.841,-0.4335,1.1815,1.921,1.6150000000000002,0.49300000000000005,2.48,0.14750000000000008,1.4195,2.0285,0.37250000000000005,-0.04499999999999993,-0.718,0.17850000000000005,-0.30599999999999994,0.6020000000000001,1.4489999999999998,-0.0945,0.676,1.8615,0.201,2.234,1.8355000000000001,2.0375,1.0904999999999998,2.4385,1.0425,-0.8350000000000001,1.2345000000000002,0.829,2.5095,0.6789999999999999,1.6658181818181819,1.4444285714285716
Moxd1,-0.142,1.6704999999999999,-0.507,0.359,0.12800000000000003,1.8685,-0.4205,-0.16649999999999998,-0.4405,-0.307,0.432,-0.255,0.246,2.637,-0.3865,-0.3865,0.014000000000000012,2.2950000000000004,-0.362,-0.1735,-0.3895,-0.03899999999999998,-0.2955,-0.00899999999999998,2.099,-0.3855,-0.259,-0.3955,-0.4675,-0.28600000000000003,-0.329,-0.13649999999999998,0.8105,-0.5365,-0.6094999999999999,-0.518,0.7655000000000001,1.5310000000000001,-0.234,-0.45399999999999996,-0.1955,-0.155,-0.36486363636363633,-0.3242857142857143
Mt1,0.18599999999999997,1.053,-0.086,2.157,0.3585,0.542,2.5905,1.2715,0.4895,-0.338,0.09049999999999997,1.162,2.1125,2.8985000000000003,2.4675000000000002,0.547,1.1555,0.4365000000000001,1.44,0.05399999999999999,0.24650000000000005,0.0415,0.41500000000000004,0.6835000000000001,0.857,0.03749999999999998,2.2895,0.46749999999999997,-0.09899999999999998,2.174,1.465,0.9615,0.5440000000000002,1.7915,0.6745000000000001,1.686,-0.02100000000000002,0.07050000000000001,0.1635,1.1784999999999999,2.8914999999999997,0.342,0.09250000000000001,1.6300714285714286
Mt2,-0.22183333333333335,0.9039999999999999,-0.749,2.228,0.3284999999999999,0.829,3.1425,1.84,0.17899999999999994,-1.0805,0.17699999999999994,1.4465000000000001,2.6455,3.34,3.1695,0.8079999999999999,1.8464999999999998,0.5365,2.003,-0.2290000000000001,-0.588,-0.016000000000000014,0.2819999999999999,0.6829999999999999,0.8385,-0.4425000000000001,3.019,0.5065,-0.6085,3.19,1.2255,1.2445,0.058499999999999996,2.127,0.5399999999999999,1.7395,-0.30100000000000005,0.26,-0.202,1.3935,3.278,-0.258,-0.8770454545454546,2.2109285714285716
Mup5,1.0293333333333334,1.4825,1.566,-0.181,0.525,1.5165,0.419,0.5409999999999999,0.045,0.367,0.33499999999999996,1.232,0.43500000000000005,1.13,0.7020000000000001,0.6425,0.971,0.505,1.039,0.34299999999999997,1.2735,0.58,0.41500000000000004,0.30400000000000005,1.3525,0.3685,1.157,0.38749999999999996,0.641,-0.612,-1.3605,1.0065000000000002,1.0194999999999999,-0.6255000000000001,-0.37050000000000005,-1.4080000000000001,1.4304999999999999,1.1644999999999999,0.05349999999999999,0.07550000000000001,1.0095,0.221,0.5183636363636364,0.783
Nnmt,1.3896666666666668,2.38,1.394,2.41,1.431,2.648,1.926,1.7795,0.464,-1.2025000000000001,-0.792,0.388,1.101,2.0315,3.3434999999999997,-0.5535000000000001,2.613,0.0645,2.8105,2.056,1.2865,-0.05999999999999994,-0.742,-0.4675,0.21099999999999997,2.417,0.39649999999999996,2.1765,1.9055,2.7584999999999997,2.24,0.846,0.9239999999999999,2.15,-1.1185,2.4815,1.896,0.482,-0.07200000000000001,2.2545,2.794,2.0244999999999997,2.294,0.569
Nox1,0.26,0.19,0.593,-0.044,0.2525,0.1575,0.0715,0.3115,0.22849999999999998,0.1735,0.2335,0.21400000000000002,5.429,0.48450000000000004,0.051500000000000004,0.1985,0.166,0.016,0.151,0.125,0.0605,0.08499999999999999,0.242,0.275,0.1815,0.187,0.0155,0.194,0.196,0.052000000000000005,0.3285,-0.007499999999999993,0.14500000000000002,0.208,0.14400000000000002,0.236,0.2495,0.1245,0.3205,0.283,0.067,0.20900000000000002,0.17640909090909093,0.23550000000000001
Nr1d1,1.098,0.372,1.741,-0.61,0.617,0.2625,0.33199999999999996,0.451,1.007,-0.7195,-0.779,1.3125,-0.10449999999999998,0.9695,0.234,0.6525000000000001,0.6154999999999999,0.971,0.28350000000000003,1.163,-0.2105,0.914,0.202,0.7415,1.3065,1.054,1.677,0.2115,1.0625,1.224,1.3145,0.8200000000000001,0.5615,1.254,0.846,-0.057499999999999996,0.7875,-0.704,0.968,0.10049999999999998,0.11049999999999999,1.4665,0.7066818181818182,0.28035714285714286
Nr1i3,2.2681666666666667,2.847,2.299,0.24,2.3645,2.2015000000000002,0.416,2.3289999999999997,0.21449999999999997,0.3494999999999999,1.1500000000000001,1.8895,1.928,0.8925000000000001,1.874,2.1915,2.9645,1.9064999999999999,1.529,2.773,0.911,2.224,1.241,2.126,2.4305,2.3155,2.901,0.746,1.179,2.4610000000000003,0.37050000000000005,2.1755,2.7110000000000003,2.591,0.8505,0.9199999999999999,2.3105,1.9740000000000002,0.77,0.8365,2.0975,0.631,2.491090909090909,2.3840714285714286
Nrg4,1.2693333333333332,1.951,1.098,0.802,1.2269999999999999,1.371,2.92,0.773,0.9175,0.989,0.4025,1.229,1.305,2.192,2.6505,0.8845000000000001,1.6685,0.7355,0.967,1.6995,1.637,1.4769999999999999,0.531,1.3679999999999999,1.0070000000000001,0.777,1.479,0.523,0.5985,1.6480000000000001,1.1484999999999999,1.3405,1.8385000000000002,1.9165,1.0915,2.3405,1.0030000000000001,0.6445000000000001,1.8809999999999998,0.8600000000000001,3.2424999999999997,1.3585,1.5117727272727273,0.8766428571428572
Numa1,0.23199999999999998,0.4405,-0.339,1.053,1.1005,0.513,0.122,0.638,0.3535,0.39049999999999996,-0.1905,-0.524,1.5435,0.6829999999999999,1.0985,-0.5660000000000001,-0.21700000000000003,0.9035,-0.0745,0.6895,-0.15449999999999997,-0.9375,0.304,0.411,0.93,-0.2895,-1.1305,0.851,-0.5149999999999999,0.476,0.3525,-1.392,0.532,1.6815,1.1515,0.385,0.7609999999999999,0.7435,0.093,1.108,-0.1845,0.27949999999999997,-0.2037727272727273,0.699
Oas1f,0.158,0.373,-0.338,0.023,0.993,-0.1495,0.304,0.371,1.312,0.060000000000000026,0.059,1.69,0.619,0.341,1.517,0.4925,0.014999999999999986,0.7115,0.7215,-0.4135,0.49049999999999994,0.3225,0.9875,-0.398,0.994,0.14250000000000002,-0.0915,1.2965,-0.05049999999999999,0.5505,0.7370000000000001,0.06949999999999999,0.591,1.309,0.05850000000000001,0.738,0.536,1.626,0.9784999999999999,0.315,-0.40449999999999997,0.1995,0.2838181818181818,0.5066428571428572
Ocel1,1.9271666666666667,2.567,2.505,2.27,0.866,2.5255,0.3005,0.8614999999999999,2.532,2.409,0.7310000000000001,0.7295,0.7929999999999999,2.3715,0.663,0.655,2.5635000000000003,2.598,0.5735,2.646,1.271,2.2510000000000003,0.6475,2.5875,2.5465,2.7264999999999997,2.6665,0.6835,2.411,2.6965,2.6029999999999998,0.858,2.6390000000000002,1.0350000000000001,2.6085000000000003,2.5164999999999997,0.9525,2.4859999999999998,2.58,1.9785,2.3495,0.7010000000000001,0.8450454545454545,2.517857142857143
Olfr1260,2.6495,2.3055000000000003,2.723,3.336,1.628,1.469,3.1335,1.614,2.044,1.6955,3.338,2.409,3.9160000000000004,3.1865,3.3674999999999997,1.6085,1.568,3.8630000000000004,1.6935,2.8365,2.3535,1.6784999999999999,3.2664999999999997,1.7454999999999998,2.3819999999999997,3.5415,3.2025,2.1135,3.4005,3.4844999999999997,2.046,1.8795000000000002,3.375,3.3725,3.5309999999999997,2.5090000000000003,3.242,3.3979999999999997,1.9175,3.3565,3.604,2.9475,1.6214545454545453,4.113857142857143
Olfr1365,1.2416666666666667,1.791,-1.316,-1.824,2.401,-1.4144999999999999,2.4485,-1.4889999999999999,-1.857,-1.8325,2.5614999999999997,2.356,2.0155,-1.205,-1.542,1.5265,1.8525,-1.4865,-1.944,1.7959999999999998,1.6165,-1.068,-1.849,-1.8010000000000002,2.023,-1.7075,2.1925,2.4139999999999997,-1.5545,1.9945,1.5375,-1.0675,2.2095000000000002,1.4794999999999998,2.0435,1.3795000000000002,-1.6565,-1.1345,1.908,2.0705,-1.359,-1.6484999999999999,2.1848181818181818,-1.385
Olfr166,1.0916666666666668,1.22,1.3,1.21,0.785,1.535,0.735,0.47,0.98,1.525,0.995,1.335,0.6399999999999999,1.6099999999999999,1.015,1.1800000000000002,0.83,0.855,1.125,0.7000000000000001,1.485,1.04,0.62,0.545,1.335,0.06999999999999995,0.99,0.93,0.66,-0.28,-0.43000000000000005,1.0799999999999998,0.76,-0.6149999999999999,0.025000000000000022,-0.7100000000000001,1.27,1.3,0.5049999999999999,0.98,1.035,0.935,0.9290909090909092,0.8864285714285715
Olfr242,0.31416666666666665,0.335,4.074,0.564,0.33699999999999997,0.3905,0.519,0.2005,0.586,0.42600000000000005,0.845,0.14200000000000002,0.6045,0.5335,0.1935,0.1565,0.09949999999999999,0.38349999999999995,0.47350000000000003,0.36650000000000005,0.031000000000000014,0.008,0.4415,0.40549999999999997,0.097,-0.10300000000000001,0.44699999999999995,0.386,0.328,0.23650000000000002,0.4405,0.121,0.41850000000000004,0.259,0.58,0.35,0.0665,0.698,0.5840000000000001,0.7525000000000001,0.1845,0.47150000000000003,0.3548181818181818,0.3228571428571429
