data,B6D2,BXD1,BXD100,BXD101,BXD102,BXD103,BXD11,BXD12,BXD14,BXD24,BXD27,BXD29,BXD31,BXD32,BXD34,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD49,BXD50,BXD56,BXD60,BXD62,BXD63,BXD65,BXD68,BXD69,BXD70,BXD71,BXD73,BXD75,BXD79,BXD80,BXD83,BXD84,BXD85,BXD87,BXD89,BXD90,BXD92A,BXD95,BXD97,BXD99,C57BL/6J,D2B6F1,DBA/2J
Tmem255a,12.1305,12.0325,11.716,12.168,12.22,12.11,12.146999999999998,12.149,11.187,11.692,12.160499999999999,12.086,12.169,11.704,11.922,11.887,11.749500000000001,12.404,11.972,12.290500000000002,12.291,11.9,12.386,12.074,12.154,11.862,11.6805,12.172,12.135,12.178999999999998,12.082999999999998,12.3155,12.2035,12.0905,12.015,12.107,11.982,12.0515,11.489,12.3325,12.4025,12.158999999999999,11.839500000000001,12.183,12.278500000000001,12.117,12.196,12.1145,11.788499999999999,11.843499999999999
Tmem50b,12.286999999999999,11.908000000000001,11.629000000000001,12.018,12.293,12.208,12.2575,12.232,12.507,11.678,12.36,12.1035,12.227,11.6925,11.8125,11.974,11.934,12.413,11.939,12.324,12.438500000000001,11.932500000000001,12.505,12.235,12.129,11.9815,11.6155,12.248,12.1355,12.166,12.221499999999999,12.317499999999999,12.381499999999999,12.144,12.1935,12.244,11.841000000000001,11.886500000000002,11.474,12.274000000000001,12.334,12.205,11.816500000000001,12.1845,12.315999999999999,12.2135,12.2385,12.184999999999999,11.663499999999999,11.957
Tmsb10,11.163499999999999,10.7305,10.6475,10.899000000000001,11.098,11.1145,10.985,10.691,10.874,10.912,10.7685,10.4945,10.688500000000001,10.999,10.773499999999999,10.704,10.798,11.022,10.977,11.182,11.097000000000001,10.896999999999998,11.265,10.979,10.9475,10.9865,11.178,10.781,11.0025,10.816500000000001,11.167,10.849,11.0095,10.9945,10.8795,11.025,10.9785,10.748,11.6,11.042000000000002,11.128,10.923,10.707,10.6525,10.957,10.676,10.843,10.949,10.842500000000001,11.171
Tns1,10.456499999999998,10.681000000000001,10.779499999999999,10.8535,11.018,10.150500000000001,9.9885,10.417,9.918,9.868,10.788,9.943,10.0685,10.802,11.0465,10.96,10.0115,11.185,11.07,9.956,10.091000000000001,10.621500000000001,10.181,10.3675,10.778500000000001,10.123000000000001,10.882,10.783,10.853,10.7315,10.1685,10.2935,10.0975,10.8315,10.7125,10.815,10.117,10.535,10.85,10.093,10.823,10.035,9.959,10.6725,10.1095,10.8225,9.965499999999999,10.044,10.5515,10.956
Trav4-2,10.404,10.9815,10.618500000000001,10.395499999999998,10.564,10.302,10.5075,10.389,10.914,10.647,10.335,10.6725,10.682500000000001,10.2685,10.321,10.974,10.7905,10.237,10.236,10.436499999999999,10.5755,10.503499999999999,10.636,10.8235,10.535,10.371,10.2515,10.486,10.405000000000001,10.494499999999999,10.503499999999999,10.5945,10.6265,10.599499999999999,10.805,10.659,10.329,10.817,10.796,10.468499999999999,10.504999999999999,10.582,10.739,10.403500000000001,10.2965,10.6655,10.501999999999999,10.3995,10.318,10.42
Trh,11.0815,11.282499999999999,10.8275,11.501999999999999,11.27,11.3335,11.258500000000002,11.267,11.142,11.333,11.289,10.8405,11.26,11.229500000000002,10.9315,11.105,11.1725,10.983,11.227,11.5465,11.062000000000001,11.447500000000002,11.258,11.414,11.440999999999999,11.227,11.071,11.299,10.861,11.3855,11.5115,11.3125,11.057500000000001,11.079,11.2415,11.118,10.9565,11.280999999999999,11.509,11.370000000000001,11.373,11.267,11.0955,11.3765,11.27,11.263,11.381,10.639,10.692499999999999,10.966000000000001
Trmt112,11.372,10.838000000000001,10.900500000000001,11.2515,11.509,11.206,11.326,11.126,11.247,11.186,11.2025,10.8655,11.0795,11.009,11.006,13.793,11.018,11.699,11.204,11.423,11.5845,11.233,11.441,11.1735,11.1955,11.132,11.261,11.366,11.32,11.148,11.229,11.509,11.6095,11.198,11.189,11.267,11.163,10.883,11.193,11.1735,11.4775,11.1385,10.8565,11.247499999999999,11.451,11.1805,11.3955,11.163,10.872499999999999,11.23
Ubl5,11.231000000000002,9.938,10.081,10.785499999999999,10.947,10.842500000000001,10.9385,10.513,10.714,10.327,10.906,10.4375,10.611,10.3025,10.435500000000001,10.332,10.199,11.238,10.483,11.121500000000001,11.109,10.592500000000001,11.2,10.699,10.613,10.504,10.4185,10.898,10.8645,10.624,10.777000000000001,11.1035,11.281500000000001,10.614,10.55,10.724,10.376000000000001,10.277999999999999,10.686,10.8505,11.0825,10.8,10.0055,10.682500000000001,11.229,10.776499999999999,11.2075,10.98,10.3135,10.7255
Uqcc2,10.609,10.1585,10.578,10.757,10.897,10.510000000000002,10.369,10.25,10.511,10.669,10.6135,10.3265,10.1765,10.5245,10.443999999999999,10.162,10.6065,10.628,10.968,10.602,10.6095,10.838999999999999,10.809,10.501999999999999,10.3965,10.8165,10.680499999999999,10.522,10.702,10.559,10.69,10.569500000000001,10.734,10.4505,10.6875,10.448,10.5745,10.4265,11.223,10.655,10.324,10.607,10.3305,10.676,10.7155,10.5335,10.475,10.671,10.5045,10.5805
Uqcr11,10.996500000000001,10.9215,10.9265,10.825,10.901,10.8475,10.9435,10.791,10.638,11.3,10.932500000000001,10.7805,10.870000000000001,11.051,10.907499999999999,10.916,11.0455,10.976,11.173,10.7725,10.697,11.2255,10.654,10.7955,10.735,11.0055,11.2195,11.103,10.8665,10.748999999999999,11.0575,10.7695,10.8265,10.815,10.976500000000001,10.691,11.1015,10.5495,11.708,10.953,10.7575,10.742,10.6975,10.7845,10.77,10.766,10.908999999999999,10.929,11.005,10.9765
Wdr83os,10.853000000000002,10.32,10.042000000000002,11.0105,10.513,10.967500000000001,10.5585,10.812,11.037,10.354,10.951,10.846499999999999,10.4855,10.2295,10.2285,10.714,10.739,10.767,10.214,10.6475,11.21,10.720500000000001,11.421,10.4065,10.9495,10.781500000000001,10.6385,10.489,11.0085,10.351500000000001,10.530999999999999,10.793,11.155999999999999,10.408,10.26,10.946,10.794,10.374,10.574,10.5445,10.617999999999999,10.518,10.681000000000001,10.897,10.618500000000001,10.995000000000001,11.173,11.02,10.3345,10.3185
Xist,9.7295,9.368,9.120000000000001,9.6265,7.224,9.2145,9.143,6.52,11.898,11.779,9.468,9.154,9.137,9.201,9.198,6.591,9.768,11.738,6.487,8.8955,9.1845,9.181000000000001,6.642,9.2,9.2515,9.1985,9.0475,12.016,9.187000000000001,9.363,9.042,9.292,9.371,9.253,9.1005,12.116,9.013,9.26,6.454,9.09,9.089500000000001,9.278,9.463000000000001,9.1585,9.3225,9.5965,9.2255,9.3975,9.799,9.7975
mt-Te,11.006499999999999,11.273,11.146999999999998,10.551,10.77,10.5235,10.8315,10.967,10.514,10.012,11.221,11.3785,11.07,10.239,10.807500000000001,10.625,9.806999999999999,10.729,10.528,10.553999999999998,10.7195,11.107,10.408,11.436499999999999,10.887,10.774999999999999,10.4895,11.497,10.67,10.940000000000001,10.307500000000001,10.765,10.5415,10.2405,10.533999999999999,10.52,10.332,11.0435,10.621,10.7165,10.407,10.545,10.2455,10.6965,10.6235,10.949,11.081,11.3,10.7905,10.478
mt-Tm,11.469,11.597,11.508,11.530000000000001,11.784,11.721,11.3215,11.587,10.753,11.451,11.8375,11.719000000000001,11.477,11.375499999999999,11.753499999999999,11.072,11.17,11.445,10.913,11.5435,11.7385,11.8195,10.671,11.632,11.4015,11.5775,11.3415,11.563,11.531500000000001,11.289000000000001,11.211500000000001,11.3415,11.011,11.56,11.3805,10.659,11.4665,11.416,12.223,11.786999999999999,11.4865,11.3265,11.2475,11.6575,11.137,11.2775,11.253499999999999,11.584,11.439,11.5815
n-R5s151,13.067,13.3335,13.457,12.616499999999998,13.397,13.0535,13.087499999999999,13.188,12.933,13.283,12.943000000000001,13.056000000000001,13.0475,12.8795,12.9515,13.128,13.153500000000001,12.646,13.101,13.0425,13.1155,12.913,13.281,13.1525,12.866,12.9845,13.0045,12.677,13.105,12.859,13.088000000000001,12.834,13.126000000000001,13.2695,13.1655,12.87,13.0365,13.1765,13.334,12.9275,12.9255,12.915500000000002,13.1615,12.6625,12.878,13.0125,13.198,13.121500000000001,13.245999999999999,13.349499999999999
