data,B6D2,BXD1,BXD100,BXD101,BXD102,BXD103,BXD11,BXD12,BXD14,BXD24,BXD27,BXD29,BXD31,BXD32,BXD34,BXD39,BXD40,BXD42,BXD43,BXD44,BXD45,BXD48,BXD49,BXD50,BXD56,BXD60,BXD62,BXD63,BXD65,BXD68,BXD69,BXD70,BXD71,BXD73,BXD75,BXD79,BXD80,BXD83,BXD84,BXD85,BXD87,BXD89,BXD90,BXD92A,BXD95,BXD97,BXD99,C57BL/6J,D2B6F1,DBA/2J
Rpl28,10.3345,10.483,10.7485,10.6575,10.676,10.844000000000001,10.7025,10.895,10.801,10.196,10.501999999999999,10.141,10.7625,11.043,10.9875,10.185,10.6695,10.92,11.306,10.809999999999999,10.6305,10.599,11.283,10.898,10.8245,10.8345,10.9775,10.627,11.026,10.728,10.507,10.658999999999999,10.9755,10.7355,10.8615,11.099,10.8865,11.2025,10.69,10.851500000000001,10.9725,10.998000000000001,11.0485,11.028,11.025500000000001,10.4485,10.748999999999999,10.821,10.939499999999999,10.9835
Rpl29,11.403500000000001,11.5305,9.186499999999999,11.8295,7.863,7.9479999999999995,8.6175,9.057,8.355,8.85,8.7385,9.0475,8.8465,11.416,9.282,9.23,11.7665,8.019,7.336,7.856,12.0705,11.671,12.114,8.508,9.024000000000001,7.7335,11.577,8.673,8.7,8.542,11.829,11.6875,8.701,11.858,11.999,8.716,11.623000000000001,11.4435,8.097,8.901,12.096,11.725,9.04,8.3465,8.398,9.3345,11.970500000000001,8.846499999999999,10.9675,11.625499999999999
Rpl3,13.3895,14.029,10.709,10.812000000000001,10.312,10.359,13.869,13.76,11.209,11.082,10.809000000000001,13.982,10.7605,13.835,10.108,14.063,10.998999999999999,13.7,10.335,13.5485,10.475999999999999,13.92,13.645,14.0055,13.665,13.7375,13.819500000000001,10.506,10.495000000000001,10.449,10.397,10.6695,10.306999999999999,10.8595,10.995999999999999,13.72,13.876999999999999,13.7405,10.932,10.6305,13.6725,10.468499999999999,10.891,10.6445,13.69,10.6705,13.7585,13.8325,13.3875,10.418
Rpl30,10.553999999999998,10.7135,11.0085,10.6225,9.9,10.0525,10.532499999999999,10.746,10.307,10.424,10.6605,10.823,10.715,10.3725,10.6105,11.086,10.372,10.097,9.49,10.1815,10.0805,10.621500000000001,10.131,10.533999999999999,10.524000000000001,9.846,10.013,10.658,10.2685,10.587499999999999,9.858,10.7055,10.465,10.0635,10.443999999999999,10.505,9.8655,10.692499999999999,10.348,10.562000000000001,10.156500000000001,10.4055,10.768,10.3025,10.3595,10.6545,10.6275,10.465,10.4825,10.559000000000001
Rpl34-ps1,11.100000000000001,10.9465,11.199000000000002,10.7935,11.07,11.2365,10.967,10.667,10.923,11.608,11.261,11.314,11.3415,10.751999999999999,10.7965,11.464,11.401499999999999,11.31,10.936,11.2235,11.121500000000001,11.341000000000001,10.589,11.5185,11.113,11.2015,11.1425,11.555,11.163,11.04,10.9535,11.035499999999999,11.2025,11.1125,10.9375,11.107,11.298,10.7975,11.362,11.24,11.120000000000001,11.243500000000001,11.1945,11.173,10.6455,11.385,10.782499999999999,11.210999999999999,10.819500000000001,10.853000000000002
Rpl35,10.849,10.3325,10.6115,10.642,10.752,10.709,10.478000000000002,10.36,9.741,10.79,10.624500000000001,10.34,10.840499999999999,10.767,10.5425,10.634,10.653500000000001,10.781,10.621,10.719000000000001,10.4845,10.8725,10.599,10.733,10.626999999999999,10.6145,10.724499999999999,10.877,10.4985,10.272,10.7445,10.7915,10.6095,10.756,10.465,10.351,10.756499999999999,10.2635,11.215,10.365,10.806999999999999,10.555499999999999,10.4235,10.6555,10.5565,10.599499999999999,10.761,10.7455,10.7955,10.843499999999999
Rpl35a,10.5605,10.532499999999999,10.9755,10.9865,10.927,10.7715,10.915,10.724,9.521,11.279,10.7365,10.732,10.8155,10.767,10.7765,10.75,10.7025,10.849,11.112,10.873999999999999,10.353,10.817499999999999,10.478,10.8225,10.422,10.8235,10.862,10.653,10.592500000000001,10.5415,10.814,10.6995,10.3675,10.846499999999999,10.829,10.551,10.938,10.498000000000001,11.182,10.352,10.532,10.534500000000001,10.823,10.566,10.667000000000002,10.5995,10.762,10.91,11.024999999999999,10.8855
Rpl36a,11.751000000000001,11.815999999999999,12.190000000000001,11.871500000000001,11.839,11.8625,11.863,11.754,11.769,12.279,11.7135,11.683499999999999,11.587,12.081,12.0475,11.709,12.034,11.71,12.025,11.7915,11.625499999999999,11.782499999999999,11.814,11.735,11.768,11.91,12.216999999999999,11.671,11.795,11.698,11.8825,11.4905,11.788,11.913499999999999,11.874,11.853,12.100999999999999,11.7335,12.622,11.6955,11.7685,11.6715,11.898,11.7075,11.717500000000001,11.686,11.634,11.793,12.1465,12.1445
Rpl38,11.0545,10.2215,11.687999999999999,10.8865,11.073,11.500499999999999,10.193,10.44,11.006,10.866,10.336500000000001,10.109,11.303,11.338000000000001,11.561,10.651,10.631499999999999,10.912,11.833,11.59,10.631,10.597000000000001,11.458,11.655999999999999,11.531,11.249,10.774000000000001,11.158,11.0215,10.5545,10.7395,10.873999999999999,10.9845,11.4895,10.2955,11.425,11.4215,11.32,10.794,11.149999999999999,11.678999999999998,11.3935,11.062,11.595,11.3305,10.568,10.909500000000001,11.3915,11.8155,10.9755
Rpl5,11.497,11.335,11.838000000000001,11.33,11.579,11.537500000000001,11.3845,11.324,10.352,11.63,11.622,11.2425,11.5125,11.4865,11.388,11.404,11.3845,11.415,11.411,11.331,11.3995,11.4515,11.492,11.534500000000001,11.3125,11.4875,11.535,11.427,11.4985,11.2355,11.4955,11.396999999999998,11.502500000000001,11.504000000000001,11.668,11.023,11.512,11.3855,11.981,11.0075,11.3925,11.377,11.5365,11.5225,11.408999999999999,11.561,11.724,11.6845,11.826,11.5625
Rplp0,10.9375,10.8935,10.498000000000001,10.644,10.941,10.462499999999999,10.6765,10.66,11.112,10.891,10.932500000000001,10.8875,11.222000000000001,10.8565,10.629,10.641,11.0775,11.084,10.659,10.614,10.52,10.758,10.81,10.6985,10.6205,10.6935,10.491,10.902,10.945,10.995999999999999,11.086500000000001,10.767,10.9835,10.6105,11.0375,10.581,10.846,10.9145,11.353,10.861,10.624,10.55,11.1135,11.0625,11.02,11.0515,11.0615,10.928,10.9205,10.55
Rpph1,13.992,13.697,13.617,13.688500000000001,13.875,13.57,13.5025,13.403,13.531,13.755,13.7385,13.351500000000001,13.337,13.173,13.4255,13.458,13.405000000000001,13.373,13.741,13.633,13.9785,13.5635,14.248,13.419,13.862,13.3285,13.375,13.921,13.6455,13.741,13.74,13.4985,13.751,13.5055,13.626000000000001,13.382,13.557,13.735,14.313,13.753,13.515,13.504999999999999,13.322,13.3085,13.547,13.629,13.745999999999999,14.201,13.724499999999999,13.7695
Rps16,10.6435,10.729,11.157,10.6875,10.442,10.689499999999999,9.734,10.936,10.738,10.896,11.063500000000001,10.911999999999999,10.808499999999999,11.413,10.7495,10.503,10.0115,11.211,11.352,10.352,10.0445,11.1725,10.929,10.782,10.6765,10.7805,11.4145,9.308,10.477,10.4485,10.628499999999999,10.265,10.9015,11.0435,10.341,11.105,11.0045,10.5585,11.703,10.582,11.0175,11.0485,10.8975,10.5415,11.165500000000002,10.880500000000001,11.003499999999999,10.8835,11.2925,11.1885
Rps18,12.6525,12.8465,12.434,12.250499999999999,12.402,12.822500000000002,12.9205,12.686,12.213,13.235,12.661000000000001,12.260000000000002,12.837,12.832,12.7835,12.424,12.927,12.096,12.425,12.712,12.3795,12.297,12.524,12.9485,12.824,12.29,12.904,12.837,12.3275,12.772,12.7975,12.662500000000001,12.536999999999999,12.776,12.616,12.79,12.927,12.4875,12.638,12.3605,12.685,12.279,12.621,12.1525,12.346499999999999,12.5175,12.849,12.356,12.6795,12.8915
Rps2,11.489999999999998,11.163499999999999,11.477,11.5615,11.478,11.368500000000001,11.281,11.148,11.777,11.033,11.619,11.511500000000002,11.104500000000002,11.399000000000001,11.009,10.599,10.837,11.761,11.72,11.6195,11.619499999999999,11.668,12.2,11.396,11.1545,11.6055,11.504999999999999,10.785,11.757,11.284500000000001,10.7035,11.5625,11.7285,11.5685,11.589,11.214,11.585,11.714,11.562,11.6035,11.593,11.7,11.372,11.8235,11.881,11.5325,11.2445,11.942,11.534500000000001,11.184000000000001
Rps27a,11.290500000000002,11.4375,11.668,11.011,11.243,11.417,11.219999999999999,11.208,11.173,11.82,11.0345,11.196,11.126000000000001,11.469000000000001,11.452,10.952,11.6735,10.843,11.582,11.0935,10.947500000000002,11.315000000000001,11.356,11.181000000000001,11.139,11.415,11.7025,11.188,11.2235,11.2255,11.289000000000001,10.8435,11.117999999999999,11.351500000000001,11.385000000000002,11.273,11.471,11.541,11.938,11.0995,11.0515,11.2815,11.529,11.061,11.2615,11.358,11.274999999999999,11.204,11.524000000000001,11.4855
Rps29,11.319500000000001,11.2365,11.325,11.0765,11.277,11.4455,11.311,11.337,10.696,11.527,11.317,11.048,11.017,11.341999999999999,11.310500000000001,11.106,11.3035,11.152,11.487,11.187000000000001,11.1265,11.275500000000001,11.398,11.062999999999999,11.151,11.402000000000001,11.4775,11.179,11.285499999999999,11.0825,11.3595,10.945,11.1975,11.2315,11.136,11.182,11.4835,11.0845,12.041,11.157,11.1905,11.1525,11.000499999999999,11.194500000000001,11.304,11.092500000000001,11.208,11.168,11.36,11.4895
Rps6,10.013000000000002,10.2615,10.3525,10.3795,10.218,10.236,9.988,9.995,10.273,10.134,10.096499999999999,10.1,10.469000000000001,10.1525,10.134,10.413,10.280000000000001,9.886,10.568,10.106,10.216000000000001,9.9755,10.597,11.012,10.035499999999999,10.196,10.076,10.164,10.0145,10.038,10.2005,10.2255,10.087,10.675,10.382,10.302,10.284,10.534,10.215,10.3795,10.561499999999999,10.298,10.421,10.4495,10.0745,10.2735,10.0735,10.3645,10.34,10.142
Rps9,10.966000000000001,11.0375,10.605,10.9445,10.728,10.7655,10.715,10.678,10.935,10.818,10.61,10.517,10.995999999999999,11.1625,10.631499999999999,11.131,11.209,11.017,10.754,10.5155,11.0105,10.736,10.7,10.654,10.4775,11.147,11.3035,11.155,10.687,10.3965,10.836500000000001,10.899000000000001,10.605,10.6845,10.648,10.446,10.794,10.6265,11.422,10.3985,10.4835,11.071,10.6675,10.467500000000001,10.9825,10.6395,11.0485,10.720500000000001,10.9705,11.205
Rpsa,10.7595,10.7505,10.573,10.375499999999999,10.349,11.111,10.615,10.692,10.537,10.602,10.1395,10.136,10.3035,10.5615,10.422999999999998,10.374,10.506,10.297,10.549,10.5525,10.576,10.753,10.535,10.947,10.539,10.9295,10.817,10.993,10.832999999999998,10.718,10.5245,10.6865,10.866,10.9445,10.7485,10.693,11.1905,10.824,11.015,10.772,10.86,10.209,10.603,10.8505,10.564499999999999,10.912500000000001,10.212,10.5705,10.7995,10.616
Rpsa-ps10,11.764,11.8635,11.3215,11.176,11.425,11.876000000000001,11.742,11.765,11.697,11.75,11.366,11.367,11.2635,11.3245,11.243500000000001,11.147,11.461500000000001,11.177,11.395,11.5845,11.577,11.916,11.517,11.819500000000001,11.282499999999999,11.8095,11.962499999999999,12.002,11.666,11.6205,11.3565,11.5885,11.6255,11.867999999999999,11.7235,11.639,11.971,11.725,11.919,11.5975,11.698,11.318,11.2365,11.669,11.546,11.803,11.323,11.7335,11.7,11.4665
Rsrp1,10.9815,11.183499999999999,11.1105,11.196000000000002,10.877,10.6355,11.0075,11.059,10.978,11.027,10.899000000000001,10.993500000000001,11.068000000000001,11.03,11.1385,11.153,10.711500000000001,11.049,10.448,10.8405,10.6705,11.008,10.989,10.933,11.036,10.3725,10.7695,11.06,10.8565,11.0555,10.492,11.063500000000001,10.9775,10.5245,10.747,11.062,10.536999999999999,11.135000000000002,10.727,11.056999999999999,10.8555,10.9825,11.097999999999999,10.9025,11.0115,11.0,10.959,10.9715,11.0335,10.9285
Scamp3,11.398499999999999,10.8885,10.6955,11.3025,11.499,11.329,11.318000000000001,11.095,11.483,10.978,11.2945,11.104500000000002,11.212,10.873000000000001,10.945,10.953,11.031,11.61,11.085,11.58,11.6465,11.1175,11.708,11.2605,11.196000000000002,11.056000000000001,10.8295,11.191,11.3065,11.225999999999999,11.365,11.466999999999999,11.562,11.3115,11.1045,11.307,11.0135,11.142,11.028,11.407,11.542,11.337,10.945,11.283999999999999,11.5475,11.292,11.3635,11.289,10.742,11.036999999999999
Scarna13,11.119499999999999,11.7575,12.0705,11.4845,11.253,11.317499999999999,11.215,10.561,11.127,12.209,11.1145,11.501999999999999,11.024000000000001,11.557500000000001,11.669,11.283,11.605,10.31,11.433,10.816,10.6455,11.338999999999999,10.877,10.7295,11.1175,11.410499999999999,11.7075,10.725,10.8745,11.285499999999999,11.411999999999999,10.5135,10.451,11.286,11.459,11.268,11.656500000000001,11.462,12.355,11.131499999999999,10.7215,10.849499999999999,11.7745,10.977,10.812999999999999,10.636,10.782,10.9915,11.6735,11.366
Scarna17,11.6875,10.796,10.587,11.119,11.065,11.571,11.34,11.196,11.551,10.185,11.386500000000002,10.877500000000001,11.258,10.452,10.9225,10.887,10.524000000000001,11.409,10.092,11.5945,11.5245,10.775500000000001,11.495,11.041,10.937000000000001,10.882000000000001,10.042,11.128,11.208,11.262,10.733,11.4515,11.6355,11.118,11.157,11.301,10.6165,10.939,10.443,11.2775,11.4755,11.391,10.7035,11.1055,11.57,11.193999999999999,11.5465,11.399000000000001,10.5795,11.315000000000001
Scg5,11.474499999999999,11.046,11.2515,11.54,11.117,11.141,11.650500000000001,11.625,10.911,11.88,11.607,11.5435,11.055,11.752500000000001,11.118500000000001,11.121,11.695,11.467,11.3,11.2015,11.032499999999999,11.2,11.225,11.626,11.625,11.2485,11.321,11.047,11.1165,11.027000000000001,11.180499999999999,11.04,11.068,11.055499999999999,11.1695,11.507,11.201,11.593499999999999,12.075,10.9885,11.0155,11.6135,11.728000000000002,11.033000000000001,11.5975,11.116499999999998,11.630500000000001,11.048,11.589500000000001,11.8155
Scoc,10.957,10.624500000000001,10.715499999999999,10.9725,11.291,11.21,11.106,11.108,10.548,10.618,11.09,10.8595,11.1995,10.825,11.023,10.748,10.7015,11.485,11.209,11.402999999999999,11.116499999999998,10.857,11.287,11.3305,11.04,11.0595,10.754999999999999,11.187,11.096,11.045,11.146999999999998,11.1975,11.102,11.130500000000001,11.0735,11.121,10.957,10.9295,10.363,11.233,11.3865,11.118500000000001,10.8415,11.291,11.1735,10.8525,10.9575,11.0485,10.894,10.961500000000001
Serpina3n,11.3875,10.564,10.564499999999999,11.702,12.033,10.908000000000001,11.6485,10.959,10.64,11.566,11.875,10.9255,10.977,11.528500000000001,10.8655,11.842,11.536,11.074,11.661,11.413,10.885,11.5395,11.19,11.764,11.613499999999998,10.9485,10.9085,11.625,11.1455,11.706,11.4365,11.667000000000002,10.837,10.940999999999999,11.599499999999999,11.814,10.861,11.243500000000001,11.456,11.1155,11.887,11.220500000000001,10.782,11.209,11.1125,11.277000000000001,11.841000000000001,11.105,11.335,11.5175
Slc6a20a,10.088000000000001,9.81,9.956499999999998,10.407499999999999,9.695,10.501999999999999,9.5115,10.8,10.241,9.714,9.7595,10.062,10.5555,10.357500000000002,10.2105,10.462,10.456,9.926,10.626,9.996500000000001,10.4025,9.931000000000001,10.806,9.993,9.504000000000001,10.047,10.289,10.181,10.336500000000001,10.021,10.1585,9.6945,10.5535,10.2925,10.3655,10.534,10.4525,10.3595,10.547,9.913499999999999,10.344000000000001,10.478,10.334,10.05,10.2555,10.261,11.047999999999998,10.518,10.392,10.2395
Slc7a11,10.724,10.853000000000002,10.539000000000001,10.71,10.581,10.586,10.1465,10.875,10.381,10.89,10.4785,11.0275,10.9605,11.2495,10.616499999999998,11.147,10.963000000000001,10.554,11.081,10.5915,10.4985,10.9985,11.222,10.7045,11.068000000000001,11.025500000000001,11.2715,10.47,11.11,11.0365,10.8805,11.0245,10.92,10.43,11.1235,11.406,11.068999999999999,10.8445,10.575,10.834,10.9225,11.1335,11.2165,11.1555,10.664000000000001,10.9895,10.8095,11.1215,10.969,10.6325
Snhg11,12.3565,12.599,12.738,12.3795,11.114,11.54,12.3245,12.37,12.269,12.157,12.273499999999999,12.4295,12.348500000000001,12.372499999999999,12.3245,12.677,12.066,12.002,11.151,11.704,11.739,12.336,11.884,12.212,12.32,11.575,11.919,12.25,12.116,12.402999999999999,10.9195,12.3285,12.236,11.5945,12.283999999999999,12.302,11.4875,12.596499999999999,12.123,12.0655,11.985,12.131499999999999,12.537500000000001,12.0525,12.242,12.422,12.3855,12.097000000000001,12.398,12.441500000000001
Snora16a,10.2755,11.0785,12.233,10.7995,11.205,11.4905,10.4015,10.501,10.721,12.195,9.666,10.497,9.639,12.2385,11.4245,10.155,12.029499999999999,9.665,11.805,10.9505,10.392,10.916,10.828,9.461500000000001,10.750499999999999,11.3555,12.3695,9.273,10.7335,11.107,11.675999999999998,9.377500000000001,10.0715,11.8345,10.724499999999999,10.784,12.0915,11.2705,12.862,10.471,10.132,10.467,11.1435,10.296,9.965,10.015,10.0595,10.794,12.001999999999999,11.882000000000001
Snora21,10.56,10.414000000000001,10.719000000000001,10.367,11.278,10.98,10.9515,10.659,10.254,11.093,10.791,10.4905,10.614,10.1975,10.9185,10.497,10.207,10.767,11.325,11.096,10.754999999999999,10.575,11.039,10.621500000000001,10.754000000000001,11.074,10.2485,10.598,10.6125,10.0305,11.21,10.529,10.289000000000001,11.177,10.639,9.949,11.0565,10.203,10.919,10.235,10.686499999999999,10.581499999999998,10.3275,10.4825,10.5535,10.6735,10.508,10.4775,10.288,10.535
Snora3,10.206499999999998,10.0445,10.6165,9.032,10.742,10.565999999999999,10.4295,10.064,9.586,11.418,9.993500000000001,9.926,9.0545,10.210999999999999,10.3285,8.888,9.644,9.336,10.57,10.4525,9.963000000000001,10.0975,10.903,9.687999999999999,9.877500000000001,10.4715,10.6465,10.03,9.791,9.094,10.568999999999999,9.201,9.2005,10.528500000000001,10.169,8.71,10.675,9.5095,11.685,8.468,9.593499999999999,10.208,9.734,9.2785,9.4975,9.778500000000001,10.121500000000001,10.0535,10.319,10.225999999999999
Snora44,10.559000000000001,10.6785,10.974,10.306999999999999,10.761,10.682,10.7775,10.766,10.68,11.362,10.4125,10.1485,10.208,10.629999999999999,10.8985,10.627,10.8655,10.652,11.06,10.604500000000002,10.5485,10.5595,10.713,10.437,10.6415,10.749500000000001,11.192499999999999,10.461,10.628,10.176,10.8915,10.1615,10.432500000000001,10.692,10.682500000000001,10.276,11.025,10.596499999999999,11.932,10.272,10.5235,10.7075,10.67,10.446,10.4505,10.6945,10.336500000000001,10.663,10.754000000000001,10.741499999999998
Snora73a,11.1675,11.5225,11.7055,10.798,11.352,11.206,11.209,11.289,11.177,11.865,11.2165,11.3025,11.098500000000001,11.533999999999999,11.3705,11.425,11.4835,11.056,11.407,10.9865,11.0225,11.478,11.118,10.76,11.085,11.2295,11.8705,11.214,11.248999999999999,10.792000000000002,11.275500000000001,10.719999999999999,10.9515,11.270499999999998,11.321,10.808,11.783,11.022,12.555,10.426,10.8275,11.096,11.148,10.754000000000001,10.745999999999999,11.0525,11.121500000000001,11.287500000000001,11.586,11.562000000000001
Snora73b,11.329,11.687000000000001,11.962,10.975999999999999,11.475,11.275,11.381,11.369,11.155,11.951,11.3105,11.397,11.2575,11.653500000000001,11.530999999999999,11.414,11.6115,11.048,11.466,11.038,11.122,11.589,11.112,10.954,11.146999999999998,11.3525,11.9495,11.381,11.2675,10.879000000000001,11.3185,10.8475,10.948,11.3615,11.3845,10.865,11.788499999999999,11.124,12.561,10.543,10.9,11.203,11.336500000000001,10.8555,10.804,11.1255,11.2355,11.3835,11.677499999999998,11.645499999999998
Snord104,12.392,12.4795,12.747499999999999,12.0015,12.182,12.2665,12.171,12.146,12.092,12.549,11.862,11.8905,11.8505,12.5305,12.382,12.174,12.509,11.743,12.29,12.22,12.163499999999999,12.407499999999999,12.218,11.76,12.1225,12.3,12.5975,11.901,12.2625,12.1475,12.11,11.723500000000001,12.125,12.2015,12.2475,12.071,12.311,12.2,13.033,11.756499999999999,12.016,12.157,12.2345,11.9475,11.9165,12.154499999999999,12.277000000000001,12.2945,12.658000000000001,12.6625
Snord116,10.579,11.624500000000001,11.8535,11.282,9.69,10.124500000000001,11.003499999999999,10.679,10.949,10.647,11.117,11.5175,11.038499999999999,10.9335,10.7345,12.097,10.665,10.785,8.943,10.628499999999999,10.326,11.354,10.248,10.868500000000001,11.2,9.8355,10.2185,11.014,10.6305,11.454,9.123999999999999,11.564,11.011,10.4175,10.6675,11.011,9.529,11.428,9.757,10.7345,10.7275,11.094999999999999,11.4195,10.521,11.165,11.3995,11.413,11.0365,11.18,10.843499999999999
Snord32a,11.3325,10.7055,10.410499999999999,10.535,10.946,10.855,10.994499999999999,10.789,10.939,10.671,11.1795,10.788499999999999,10.9695,10.061499999999999,10.6565,11.179,10.268,10.944,10.748,11.0485,11.090499999999999,10.8415,11.188,10.8955,10.7375,10.7635,9.978000000000002,10.996,10.97,10.471,10.744499999999999,11.183499999999999,11.058499999999999,10.773499999999999,10.786,10.682,10.551,10.5025,10.753,10.592500000000001,11.363,11.102,10.5915,10.783999999999999,11.035,11.1325,11.219000000000001,10.919,10.4675,10.719000000000001
Snord49b,12.2645,11.415500000000002,12.111,11.969999999999999,12.352,12.211,12.026499999999999,12.008,11.796,11.874,12.161999999999999,11.8065,11.4545,11.317499999999999,11.953,11.298,11.265,11.642,12.43,11.879999999999999,11.8265,12.1265,12.185,11.370000000000001,11.651,11.792000000000002,11.4345,11.858,11.9125,11.801,12.079999999999998,11.8915,11.954,12.343499999999999,11.775,11.808,12.455,11.652999999999999,12.22,11.2325,11.9735,11.912500000000001,11.673,11.907499999999999,11.8215,12.1145,12.192499999999999,12.000499999999999,11.802,12.117
Snord53,11.555499999999999,9.249,9.558,8.837499999999999,8.677,11.3885,11.6015,8.879,11.905,11.573,11.3355,8.9805,11.0595,11.4835,11.416,8.776,11.2725,11.524,8.839,8.739,11.868500000000001,8.973500000000001,8.975,11.280000000000001,8.9295,8.585,11.5075,8.885,11.6095,8.8255,8.5845,11.696000000000002,9.1045,8.7865,8.849499999999999,11.387,11.357,11.142499999999998,12.111,10.997,11.913499999999999,11.508500000000002,11.506,11.5205,9.008,11.755500000000001,9.025,9.0725,11.161999999999999,11.725999999999999
Snord57,12.964,11.902999999999999,11.8995,12.376000000000001,12.455,12.6405,12.636,12.545,12.677,11.572,12.793,12.399000000000001,12.8675,10.9775,12.190999999999999,12.529,11.712,12.902,12.05,12.709,12.554,12.571000000000002,12.58,12.587,12.526,12.2095,11.0025,12.873,12.6235,12.4205,12.286999999999999,12.9335,12.832,12.341999999999999,12.545000000000002,12.379,12.1425,12.010000000000002,10.971,12.027,12.8045,12.5815,11.961,12.4755,12.7835,12.7065,12.843,12.725000000000001,11.8215,12.524999999999999
Snord82,11.98,10.938500000000001,11.434999999999999,11.6785,11.807,11.840499999999999,11.657,11.768,11.529,10.481,11.942,11.487,11.657499999999999,10.431000000000001,11.303,11.607,10.5525,11.967,11.46,11.756499999999999,11.661999999999999,11.602,11.717,11.7,11.5475,11.361999999999998,10.886,11.767,11.6585,11.6145,11.2775,12.000499999999999,11.8445,11.6935,11.664,11.543,11.479,11.121500000000001,11.448,11.708,12.14,11.8095,11.228,11.8305,11.514,11.717,11.8125,11.8575,11.4265,11.8285
Srp54b,11.3535,11.201,11.297,11.187999999999999,11.914,11.2625,11.606,11.657,11.515,11.207,11.211500000000001,11.195,11.2335,11.317499999999999,11.311499999999999,11.131,11.1785,11.657,12.198,11.609,11.5825,11.173,11.639,11.631499999999999,11.229,11.286999999999999,11.686,11.25,11.2665,11.644,11.256499999999999,11.2045,11.161000000000001,11.237,11.756499999999999,11.188,11.256,11.204,11.121,11.285,11.163499999999999,11.239,11.242,11.2775,11.6205,11.1555,11.208,11.658000000000001,11.492,11.268
Srp9,10.506499999999999,10.4125,10.8915,10.795,10.664,10.5005,10.753,10.531,10.479,10.796,10.847000000000001,10.775500000000001,10.584,10.935,10.963000000000001,10.849,10.3735,10.623,11.088,10.7895,10.482,10.785499999999999,10.466,10.822,10.409500000000001,10.6,11.02,10.524,10.936,10.410499999999999,10.910499999999999,10.4255,10.405999999999999,10.469999999999999,10.785,10.465,10.568999999999999,10.572,10.583,10.5335,10.486,10.4275,10.334,10.529,10.7585,10.3605,10.709,10.421,10.7355,10.8475
St13,10.3845,10.5485,10.869,10.3035,10.499,10.8555,10.378,10.239,10.183,10.703,10.439,10.4485,10.291,10.7295,10.687000000000001,10.212,10.543,10.338,10.94,10.536000000000001,10.404,10.4855,10.548,10.29,10.465,10.817,10.8855,10.233,10.4925,10.2015,10.673,10.169,10.1805,10.620000000000001,10.545,10.435,11.0165,10.307500000000001,11.011,10.370000000000001,10.282499999999999,10.4125,10.3305,10.445,10.282,10.279499999999999,10.346,10.600000000000001,10.8055,10.7355
Sumo2,10.849499999999999,10.4865,10.7705,11.3215,11.349,11.2175,11.0185,11.117,9.892,10.978,10.8525,10.888,11.248000000000001,11.0885,10.9895,11.167,10.942499999999999,11.353,10.986,11.177,11.011,11.099499999999999,10.888,11.3,11.085,11.026,10.947,11.149,11.036999999999999,10.855,11.122499999999999,11.282,10.946,10.937999999999999,11.1125,10.97,10.963000000000001,10.778500000000001,10.797,11.118500000000001,11.2735,10.756499999999999,11.1545,11.23,10.977,10.846,10.9785,10.975999999999999,11.066500000000001,11.0215
Tac2,10.844999999999999,10.234,10.273,10.7975,10.488,10.589500000000001,10.4545,10.416,10.803,10.514,10.8015,10.7965,10.472000000000001,10.3035,10.255500000000001,9.982,10.4485,11.063,10.37,10.82,10.9505,10.3905,10.623,10.84,10.6645,10.581,10.591,10.745,10.8575,10.5445,10.729,10.832,10.543,10.7135,10.6515,10.664,10.618500000000001,10.5125,10.602,10.797,10.89,10.7805,10.39,10.783,11.0395,10.834,11.062000000000001,10.9205,10.4375,10.3785
Timm21,10.961500000000001,11.092500000000001,10.654499999999999,10.726500000000001,11.001,10.785,10.6785,10.552,10.478,10.994,10.432500000000001,10.447,10.971499999999999,10.343,10.349,10.569,10.7385,10.725,10.066,10.879999999999999,10.8205,10.67,11.366,10.749,10.370999999999999,10.5095,10.556999999999999,11.174,10.910499999999999,10.836,10.895,10.651499999999999,10.855,10.726500000000001,10.849499999999999,10.388,10.7595,10.508,11.619,10.565000000000001,10.513,10.7585,10.461,10.612,10.742,10.9865,10.682500000000001,10.7725,10.2335,10.858
Tmem181a,10.765,11.1395,11.206,10.934,10.476,10.509,10.893,10.887,10.925,10.819,10.841000000000001,11.066,10.9045,11.245999999999999,11.037500000000001,11.142,10.355,10.72,10.508,10.845500000000001,10.663499999999999,10.963000000000001,10.656,10.753499999999999,10.8695,10.543,10.648,10.85,10.794,10.8775,10.400500000000001,10.9595,10.923,10.573,10.777999999999999,10.79,10.508,11.0135,10.553,10.791,10.748999999999999,10.864,11.009,10.742,10.907,10.9495,11.008500000000002,10.6265,10.8875,10.9125
Tmem254b,10.6005,10.719,10.313500000000001,10.844999999999999,10.23,10.7745,10.316500000000001,10.591,10.281,10.56,11.159,10.288,10.315,10.5815,10.46,10.178,9.4205,10.644,10.362,10.4835,10.6645,10.187000000000001,9.907,10.769,10.705,10.704,10.6555,10.661,9.643,10.8045,10.9355,10.6735,11.373999999999999,11.0045,10.618500000000001,10.472,10.725000000000001,10.1065,10.621,10.3955,10.940999999999999,10.8055,10.4785,9.651,10.906500000000001,9.4195,10.8155,10.767,10.251000000000001,10.1785
