data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD6_i	BXD6_ii	BXD8_i	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_i	BXD12_ii	BXD13_i	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Dusp1	0.30578009	-0.0781142	-0.16483748	-0.36654098	-0.11840912	0.41241828	-0.887989945	-0.03803721	0.968217016	0.37071287	-0.846752686	-0.484369175	-0.06503936	-0.37631064	-1.232378798	-1.556357732	0.15350299	-0.15037924	-0.779089521	-0.03909417	-0.567994137	0.4839318	0.48976777	0.51298884	0.07445782	-0.43488258	-0.11341942	-0.634539912	0.068774521	0.773975192	-0.362554907	-0.26059077	0.779938716	0.84458337	-0.09828667	-0.79639122	-0.641180517	0.347537846	-0.10334655	-0.305966215	-0.04318951	-0.351931954	-0.547289443	-0.664319881	-0.13669791	-0.56231713	0.121126974	-0.461503276	-0.047720401	-1.108465817	-0.270934423	-0.465509738	0.675904444	0.047213204	0.105092032	-0.60894714	-0.985857926	-0.806156323	0.16863827	0.675590221	0.898891241	0.55401354	-0.874714861	-0.97389927	-0.300737754	-0.649770798	-0.12818352	-0.601543681	-0.06028644	0.232464498	-0.07492541	-0.460790762	-0.532214278	-0.668462962	0.32479339	0.11039272	-0.84826256	-0.199501697	0.40636617	0.10856264	-0.17935689	0.41113086	-0.997433869	-0.501555572	-0.53248041	-0.08989647
Tgfb1	-0.04230703	0.33747882	0.18698536	0.08784819	0.25315046	-0.05057156	-0.07017499	-0.21286755	0.23279326	-0.12663217	-0.07852424	0.08217601	-0.04776605	0.09331339	-0.10788975	-0.17349505	-0.14043083	-0.21718549	0.09515504	-0.13521386	0.00456012	0.12128515	0.04132594	-0.01789572	0.03287057	0.08497979	0.0590155	0.04368612	-0.21880266	-0.04017216	-0.12987637	0.1644137	0.06281189	0.40449162	0.018672	0.12346619	-0.09950778	-0.17450702	0.02010616	0.11375137	-0.26366293	0.1135476	0.09670908	0.0416198	-0.0199743	-0.57843155	0.219012399	-0.517333111	-0.098069431	-0.007517301	0.061215099	0.055415869	0.132316139	0.049757489	0.024246294	-0.073108796	-0.032913206	-0.071479006	-0.153829396	-0.195391516	0.327419814	-0.075068846	-0.009513166	0.108960274	-0.016885666	-0.132302736	0.140987634	0.205221144	0.119649844	0.340080844	-0.004345366	-0.119822566	0.048035794	-0.049646996	-0.003190966	0.063077284	0.011769424	-0.028598376	-0.057393666	-0.024146666	-0.040561546	-0.146729996	-0.255756376	-0.036931536	-0.058390426	0.085333084
Gramd4	-0.323182228	-0.459350158	-0.525725551	-0.449580706	-0.822687848	-0.455706906	-0.511785153	-0.514695128	-0.115429887	-0.995720025	-0.306633672	-0.226052665	0.125231438	-0.505240102	-0.608858992	-0.553381212	-0.42217338	-0.357485411	-0.712043556	0.151495312	-0.174228972	-0.571405771	-0.466824484	-0.551255468	-0.652204598	-0.89759795	-0.045438382	-0.557483966	-0.575515988	-0.716033097	-0.695433301	-0.125444057	-0.328191993	-0.586771911	-0.623930069	-0.326510624	-0.171147115	-0.27362162	0.012818555	-0.043149148	-0.053644299	-0.092428017	-0.10652951	-0.047612038	-0.27742869	-0.652460134	-0.013789633	-0.298605874	-0.207277679	-0.5387915	-0.363362936	-0.266392456	-0.394644589	-0.801098233	-0.471997613	-0.626017547	-0.115326831	-0.148562246	-0.230105641	-0.188291054	-0.28249886	-0.308674965	0.144302965	-0.127581737	-0.309881401	-0.320161433	-0.693524802	-0.417015701	-0.293156884	-0.641509141	-0.69481329	-0.734530019	-0.160574143	-0.253812771	-0.352690547	-0.221877173	-0.253186146	-0.918606875	-0.258666066	-0.541985246	-0.594070046	-0.714655743	0.008212761	0.131822566	-0.365040011	-0.035705181
Lta	1.582002866	1.124738858	2.334509623	0.857093228	1.194564025	-0.896279498	-0.135351747	-0.376000406	-0.720343685	0.294979028	0.016736397	-0.683170418	0.357108525	-0.23880712	-2.715181627	-2.595034013	0.599267145	-1.021501721	-0.362448765	-0.978571803	0.445020933	2.419512433	2.053909729	1.239255944	2.139549965	1.689842961	0.57088829	0.6173868	0.461958718	0.572381153	-0.958467707	-0.455170879	4.127157407	5.037788087	1.956905714	1.040778004	-0.299434139	0.363490547	-1.076866097	0.155313256	-0.071108204	0.055557544	0.323722808	0.174689005	-0.24483315	-1.399683634	0.41612988	0.463243142	0.302314383	-0.114658604	0.151491349	-0.739572206	1.607082446	0.866092974	1.266671733	0.373038061	-1.003983275	-1.128244149	0.977699016	1.367396573	1.73495525	1.378366334	1.003760653	0.356647417	-0.119452343	-0.702828803	1.122938595	0.922196019	0.577053261	0.859741209	0.69222208	-1.052903365	-0.581995585	-0.9438869	-1.39785161	0.16222174	0.966694462	0.345013827	-0.134485174	-0.035086812	1.243773465	1.280383621	0.090827792	0.074156357	0.190195057	-1.433119055
Hmg20a	0.285360266	0.219661833	0.272602379	0.212343268	-0.233737855	0.247173292	0.255221493	0.117743152	0.027470976	-0.43117835	0.09118109	-0.146629874	0.400829902	-0.195738399	0.265684824	-0.18836294	-0.029126701	0.014388066	0.008559079	0.305484963	-0.060530163	-0.154195096	-0.357112292	0.138537006	0.067428448	0.265967961	0.436447001	0.261120057	-0.246561379	-0.169143948	0.102663652	-0.001864798	-0.267229384	-0.375464198	0.150304907	0.516478286	0.545059919	0.445810658	0.521312024	-0.029923872	0.277586801	0.052202994	0.124902933	0.024365359	-0.116918829	0.366904008	0.226341177	0.603850676	-0.05374064	0.032140796	0.240759268	0.074909028	-0.576960166	-0.023971114	0.509304187	0.164823274	0.340613839	0.228059553	-0.088802928	-0.12573251	0.304256977	0.082146426	0.27455679	0.216380823	0.342486123	0.154824837	0.099619742	0.16653143	-0.1077424	0.287497826	0.017484577	0.181074005	0.001605993	-0.161053555	0.031927072	0.160772379	-0.131296103	-0.17742333	0.090279195	-0.203320132	0.195030835	0.027113759	0.215489792	0.006714397	-0.125334537	-0.120117205
Ets2	0.83691878	0.972535513	1.268898818	0.70534808	1.302156513	0.75685451	0.4603063	0.757207463	1.291190902	1.48434815	0.227110673	0.621189786	-0.381208539	0.07562643	0.381503806	0.47364899	0.30366231	0.05202072	0.61006785	-0.142468059	-0.05843319	0.99874865	0.79624548	0.63534827	0.81423103	1.14726212	0.42800255	0.390865958	0.67087619	1.958237301	0.35102601	0.654316595	0.96252696	1.770872172	0.63480543	0.56512787	0.24292219	1.119257615	0.00389898	0.19555573	0.03322846	0.679558143	0.20908607	0.05873915	0.40210502	0.516508165	0.176856118	0.135156839	0.656256088	0.61098648	0.376068588	0.39951072	1.025390898	0.945621818	1.177137209	0.946204336	0.401431735	0.452317816	0.694938916	0.767912411	1.57778045	1.150774956	-0.045174404	0.562891376	0.303355396	0.585729556	0.933008752	0.558878927	0.304574546	0.678654275	0.391964826	0.437824852	0.027940974	0.360341513	0.869544856	0.528879416	0.24604606	0.748359726	0.271692627	0.268381836	0.387700486	0.797719176	-0.294739284	-0.341326334	0.249320786	0.146236436
Cd97	-0.027510029	0.33871927	0.186989869	-0.466094354	-0.402982516	-0.04828259	0.36023869	0.31561397	0.33752022	-0.31041858	-0.119962276	-0.085541505	0.265130202	0.016359042	0.23171104	-0.05086202	0.11804099	-0.14741061	-0.05578526	0.26975873	0.14710541	-0.59318743	-0.71357781	-0.37514771	-0.440130337	-0.22431214	-0.214607198	0.042795636	-0.57937161	0.16976791	0.10215865	0.98894207	0.34313499	0.19334245	-0.111523736	0.30381241	0.331640282	0.72397188	0.12819951	-0.15620706	0.34311306	0.48071327	0.19855165	0.03355542	0.31861184	-0.09411785	0.110186052	0.220259102	-0.038040038	0.089781612	-0.148190476	0.779705896	-0.437464218	-0.192251658	0.236657907	0.258029107	0.531135997	0.433608197	-0.157802824	-0.21077943	0.104288107	0.142244937	-0.166741866	0.298587527	-0.209514682	0.333998403	0.145087346	0.129658934	0.200302947	0.621708917	-0.221941553	0.254853867	0.375417707	-0.082950403	-0.021290663	0.050133097	0.254088107	-0.266982453	0.798355277	0.244001697	-0.009061013	-0.215021593	0.512020237	-0.227647943	-0.580841763	-0.302955693
Lrrc8c	0.43567755	0.4859648	0.56332188	0.22804117	0.15373663	0.12589189	-0.20469663	0.19650674	0.1516521	0.62737858	-0.10483166	-0.21235203	0.06225997	-0.20410859	-0.20284316	-0.32226658	0.333487692	0.15332502	-0.10023941	-0.22575957	-0.38913902	0.47119528	0.18752068	0.4974701	0.18969133	0.30445497	0.165661368	0.130072596	-0.02103293	-0.10808837	0.142874546	0.10907608	0.79095217	0.68056259	0.42635168	0.50620579	-0.07986776	-0.26661218	0.17256335	0.13958638	0.03572363	-0.19599917	0.20799927	0.08819467	0.46545203	-0.40129829	0.02637805	0.660724771	-0.18017895	-0.193641085	0.08072968	0.152894167	0.12446915	0.2304776	0.018995157	0.053970207	-0.029113213	-0.059413173	0.212544087	0.144670447	0.557092658	0.332147877	-0.285588132	-0.002164853	0.386952577	0.280095997	0.441323697	0.111725017	0.248106187	0.240069539	0.100950287	0.348159967	-0.258186379	0.24754642	-0.209826843	0.075045157	0.097753227	0.443128957	-0.097238563	0.033992677	-0.079166163	0.392713697	-0.179768583	0.013623957	-0.041057703	0.395566047
4631426J05Rik	0.888319756	0.916060682	0.775898449	0.866495477	0.778971536	1.682659215	1.192466243	1.550418461	1.333388299	1.45070041	1.326489778	0.000476358	-0.07903514	0.7379231	-0.592237255	-0.25329277	0.555357831	0.237741106	0.666591549	0.234941242	0.605067364	1.270120312	1.31207838	1.097884532	0.587256969	1.130720838	0.546013621	0.315588046	-0.342672852	1.561068529	0.600022582	1.27364668	2.00441491	2.051654611	1.138572351	0.582572646	-0.081341855	1.351973566	0.3569809	0.635503435	0.369831159	0.767517453	0.28617307	0.287540752	1.285681567	1.35749672	0.18691634	0.415825059	0.797185867	0.637958756	0.598052377	0.751741752	0.773045854	1.390425702	1.076518795	0.947192168	0.842644897	1.141552834	0.642048362	0.54836743	0.5380859	0.566091369	0.384895402	0.673082134	0.137085419	0.827722304	0.624359058	0.602294492	0.803926578	1.067790481	0.943700624	0.802710145	0.639222065	0.506639569	0.877483197	0.660973365	0.704856189	1.042402961	0.837262797	0.775363012	0.769122524	1.068906173	0.281882819	0.160233191	0.181899812	0.604839407
Pla2g4a	0.13820741	0.10318438	-0.09497563	0.32836575	0.28609167	-0.02317721	-0.40536558	0.02459628	0.06617657	0.09025327	-0.04276462	-0.07870255	0.072080013	-0.417681077	0.44498335	-0.11192091	0.26285193	-0.12415985	-0.0382676	-0.611204056	-0.30846099	-0.40508373	-0.23285631	-0.199332633	0.0801076	0.21227668	0.17196612	-0.09231071	0.05388656	0.29546176	0.09473097	-0.17644234	0.00378351	0.2475842	0.03610363	0.1076178	0.02641432	-0.21166981	-0.12651382	-0.32112479	-0.479311513	-0.774972708	-0.23155662	0.05920507	-0.19736261	-0.329557544	-0.067840506	-0.174034087	-0.031586126	-0.470536606	0.184042514	-0.231244556	0.120830234	-0.027106836	0.133434509	-0.193577741	-0.366690351	-0.407335285	-0.001775461	-0.265704791	-0.408578427	-0.573167409	0.172936689	-0.122867391	0.292008999	0.082057099	0.169733679	0.146958409	0.000560969	-0.663205201	-0.130741501	-0.358107251	-0.536951391	-0.01669478	-0.093303391	0.343832139	-0.227590071	0.254878489	-0.748681305	-0.084901241	-0.145212021	0.251292059	-0.330921021	-0.226694931	0.465631909	-0.096463051
Tk1	-1.21230617	-0.819597092	-0.757206241	-0.127798886	-0.986715836	-0.375042595	-0.051805801	-0.409167271	-0.900396645	-0.853011673	-0.754343137	-0.12885813	-0.294145655	-0.774860021	0.274408143	0.292358388	-0.5964481	-0.911877231	-0.475425269	-1.0191663	-0.819465608	-1.55249762	-1.770787239	-1.296019433	-0.926793532	-0.277727087	-0.740854317	-0.671338461	-0.376237625	-0.950131951	0.05933572	-0.086974343	-1.614333379	-1.521153691	-0.847877067	-0.938343266	0.13737118	-1.17229452	-0.704448231	-0.413347432	-1.009162114	-1.138059942	-0.076689947	-0.467297682	-0.926069893	-0.369153633	-0.799254241	-1.069787379	-0.634297004	-0.447658162	-0.493352436	-1.002040808	-0.648200383	-0.368020513	-0.733482154	-0.720969551	-1.078556202	-0.656726389	-1.492402981	-0.969861643	-1.136335035	-1.162261011	-0.712127194	-0.563285417	-0.226672533	-0.461344955	-0.358238469	-0.280297274	-1.03077461	-0.681753915	-1.126105452	-1.096746369	-0.72983922	-0.931478458	-0.746498633	-0.417778008	-0.372414924	0.082424743	-0.974838545	-0.826308314	-0.958701681	-1.209782957	-0.37720916	-0.636056559	0.819598748	-0.957502733
Cd80	0.8291322	0.71512964	1.2806886	0.48213385	0.29636825	0.55111078	0.36261167	0.76003665	0.2925364	0.44520207	0.30395484	-0.21451157	0.30375255	0.13129663	-1.08238875	-1.14323558	0.70240442	0.5975364	0.34139039	0.00863277	-0.0688884	1.97781858	1.42900035	0.80867388	1.08613847	0.87689846	0.5738212	0.38246175	0.68562879	0.917422508	0.05374544	0.12197034	1.89679491	1.69338376	0.9093244	0.60437951	0.09062712	0.57084212	0.21377301	-0.07012839	0.65858292	0.133636	0.16112335	0.26767947	0.4450759	0.23205006	0.462245032	0.678283152	0.390153532	-0.017314787	0.306849822	0.36406399	0.811466252	0.641121222	0.156962424	0.344039917	0.161145925	0.191211054	0.531450259	1.318766159	1.276788079	1.017862979	0.315778703	0.103133819	0.251662639	0.336449409	0.780246819	0.585146719	0.563266789	0.803144319	0.508703429	0.247700489	0.068299649	0.258950382	0.249232029	0.402840069	0.073150089	0.375279629	0.720881699	0.458773409	0.661758739	0.675820619	-0.076560191	0.033250649	0.299503819	0.331625789
Etv6	0.49907932	0.17903219	0.47635251	0.23784282	0.69783362	0.554788651	0.161331257	0.26008953	0.39317047	0.751382722	-0.02415604	0.06108002	-0.02535319	0.01306518	0.30378387	0.612573766	0.27493233	0.00015716	0.402051897	0.22742285	0.654176341	0.78620038	0.71776014	0.52407275	0.33511729	0.31144461	0.06556191	0.11053023	0.30175154	0.5894904	0.10559482	0.09791493	0.39663697	0.59953391	0.28652437	0.48135059	-0.3132784	0.15395299	-0.04166366	0.30683725	-0.00709021	0.29914418	-0.21844403	0.1537962	-0.01474083	0.35722324	0.093480128	0.778820372	0.149199188	-0.084359124	-0.003373572	0.197862588	0.351042538	0.562386668	0.056256118	0.103850718	-0.161446872	0.105243472	0.015858488	0.386254228	0.278150108	0.294285838	-0.346714058	0.044818953	-0.119187052	-0.120227432	-0.109616222	0.118783737	-0.103289252	0.197126258	0.084222808	0.206269778	2.674293723	0.999397158	1.72797921	-0.289951552	0.656859316	0.140916418	0.091246128	0.166733448	0.995000265	0.400063628	0.059194641	-0.036289992	0.087735368	0.174617158
Lsm10	0.276301648	0.183315653	0.319545852	0.144510598	-0.214420397	0.216521107	0.979933237	0.451281373	0.08908863	0.492411091	0.37829795	0.24079197	0.479599477	0.169070588	0.574733765	0.29648858	0.324108039	0.475412786	0.783058512	0.428958069	0.155010617	0.423676957	0.609362344	0.249829263	0.472965173	0.885223865	0.408486247	0.23026159	0.469256126	0.37994951	0.360003642	0.173251127	0.730766128	0.50423936	0.180131198	-0.04337119	0.428132757	0.086541962	0.311871434	0.775209546	0.49570695	0.399420088	0.558887114	0.399891336	0.355342446	0.822810713	0.528824699	0.282084593	0.360996692	0.474122151	0.593562164	0.441049343	0.282019107	0.307083482	0.616051492	0.415361644	0.281213786	0.07287461	0.4830862	0.73392179	0.219320389	0.217104634	0.384084024	0.406500346	0.384591245	0.425009318	0.418573588	0.42183003	0.443274201	0.540816498	0.08790227	0.034715723	0.386271967	0.11040956	0.289208362	0.744103383	0.481715198	0.455297828	0.551345438	0.60268673	0.898642852	0.668669506	0.397304178	0.124968509	0.532610764	0.431465833
Myd88	1.02608446	1.66758401	1.7178306	1.23079157	1.86768576	1.06623208	0.894753	0.78980644	1.02534862	1.53763623	0.55134732	0.80936807	-0.03860008	0.54851177	0.62296056	1.13292539	0.47790357	0.29825118	1.11078116	0.32299122	0.75392991	1.60138939	1.16902624	0.56763814	1.16358853	1.98804549	0.8712396	0.99025607	0.64050734	1.57048259	0.40853863	0.45229339	1.4187263	1.53830882	1.41507128	0.85566266	0.2030662	0.90080842	0.39188416	0.67635522	0.12454437	1.06787782	0.89133044	0.72217034	0.4544184	1.18142036	0.648487947	0.347831617	0.586247477	0.992231347	0.957550107	0.848256637	1.183816937	1.326963417	1.160143429	1.055351349	0.830643029	0.781413609	0.805209509	0.729116899	1.479946472	0.972982509	0.263148749	0.750566499	0.413521599	0.477874339	1.469998699	1.199403519	0.888473139	1.252873808	1.081347779	1.107661229	0.798890739	0.244089969	1.000928379	0.675690939	0.888733059	0.923906659	0.921572019	0.925728359	0.748413559	1.230651159	0.312361109	0.617964739	0.593074659	0.579511849
Rgs10	0.291417026	0.518750988	0.673577648	-0.23795904	-0.018740857	-0.191022763	0.682271511	-0.023087393	0.351396248	-0.402458201	0.245400698	-0.18097648	0.205105432	0.461632598	-0.6398935	-0.619895001	-0.793898174	-0.089520145	0.187675161	0.329054977	-0.073179636	0.37570561	-0.00300631	0.112484146	-0.015306943	0.207567541	0.487995281	-0.156061706	-0.289522656	0.458382865	-0.029170698	0.006160272	0.690074972	0.739737094	0.232304412	-0.593094096	0.22972657	0.559996147	0.011508977	-0.265673509	0.246861877	-0.240039616	0.568625779	-0.232674567	0.516182008	0.444197163	0.13135702	0.04936756	-0.124333496	0.1405249	0.37136064	0.118364943	0.552052109	-0.500600398	0.700337291	0.131283384	0.880488656	-0.019266019	0.209677606	0.187116975	0.959487608	0.476554307	-0.783500526	-0.406819493	0.512469996	0.034112144	0.66834525	0.070002738	0.53413852	0.335124947	0.092020026	-0.757577021	-0.133185072	-0.598125588	-0.035389319	0.81827972	0.045945543	-0.592485954	0.665618027	-0.059088899	-0.420071894	-0.124762556	-0.028181104	-0.371035456	-0.504108786	0.141384933
Lpxn	0.439351115	0.918248793	0.651377026	0.29844453	0.992109757	0.620413725	0.11414532	-0.040906542	0.517920731	0.56027454	0.25851619	0.18388885	0.06623991	0.648053908	0.344204155	0.18302598	-0.010903487	0.25648302	0.387641153	0.066374094	0.432584446	0.528500359	0.393933875	0.294397499	0.6018549	0.909968777	0.035052646	0.27978119	0.495419919	0.696664117	0.05901009	-0.13911283	0.968914835	1.389316316	0.589260173	0.19484062	0.493998406	0.398711923	0.375439328	0.376725785	0.333055461	0.438500189	0.623949367	0.138944864	0.153914412	0.374507333	0.457293843	0.125917897	-0.036714719	0.074401957	0.583305527	0.494383607	1.060013403	0.423450304	0.813790829	0.289558036	0.437357006	0.231206646	0.721750763	0.276755832	1.020406071	0.60850727	-0.150514674	-0.175815924	0.184941736	0.030067786	0.616319196	0.246776176	0.470289716	0.733729142	0.503875866	0.283360396	0.425612776	-0.007822464	0.45581221	0.414104565	0.409268966	0.238729675	0.441583337	0.270186404	0.289014276	0.511524655	0.759248519	0.261267644	0.399291032	0.044898296
Tgif1	1.00838235	1.0826552	1.02522905	0.79292687	0.96188481	0.51214194	0.42364229	0.59481258	0.848982	1.26116978	0.37354397	0.40930485	0.13044836	0.33404289	0.49720256	0.46735499	0.32497491	0.15802673	0.43431719	0.26899155	0.45193715	1.0314955	1.00882704	0.736366	0.63520386	0.76522885	0.49929583	0.58611171	0.55651809	1.41226869	0.34592066	0.55114366	0.89428471	1.59059291	0.87315968	0.68336478	0.375596	0.90076143	0.34072632	0.2855516	0.46597624	0.7135124	0.31826993	0.28867484	0.38973699	0.62667955	0.388782692	0.675885142	0.680776172	0.568516132	0.609039552	0.365924632	0.820167392	0.673829512	0.991921328	0.672760838	0.522405958	0.162211498	0.844736868	0.692643498	1.201718978	0.933596858	0.159686118	0.583586998	0.335408188	0.486862828	0.709886608	0.559811888	0.638159308	1.094931838	0.454941678	0.617170268	0.137418338	-0.105587382	0.355065068	0.752373658	0.376226978	0.836230158	0.725190308	0.631227798	0.521568028	1.050475248	0.185519698	0.265356268	0.605896798	0.599946298
Ikbke	1.31869056	1.797459278	2.088954534	1.16938779	1.937017077	1.19173431	0.97816174	1.41002614	1.37998831	1.48194233	0.49709385	0.805012553	0.46042813	0.37627537	1.38312842	1.60329474	0.86986134	0.26206284	1.18845155	0.42981838	0.66671813	1.862840049	1.13824892	1.13916567	1.19762257	1.83412575	0.87215192	1.08314157	0.74870864	1.59180764	0.65813803	1.109638284	1.05467202	1.58267162	1.19821179	1.38870131	0.5513723	1.13464692	0.51140499	0.8605751	0.70777847	1.24987871	1.06962543	0.95881592	0.83523873	1.443378	0.70496111	0.94877575	0.95394772	1.15320308	1.00651479	1.00938785	1.0151459	1.38456913	0.998210018	1.133219068	1.054727198	1.151240438	1.048060578	0.809526428	1.939250431	1.478516188	-0.022573332	0.915371648	0.373467088	0.826343858	1.265120698	1.146927679	0.638742988	1.963074996	0.897813748	1.283342078	0.514811578	0.344890418	0.841707188	1.095645818	1.126902998	1.436063318	1.065009688	1.221208728	0.996661698	1.785190458	0.825456218	0.801305008	0.921945348	0.898528808
Hmgn3	2.241234777	1.455763554	1.453117193	1.774632851	1.502880977	0.454217749	-0.111277611	1.939233035	1.136991086	1.831074777	0.624418974	-0.012234694	0.0933615	0.776622921	-1.395545344	-0.36829183	0.889486379	1.229041741	1.043433386	0.408561193	0.803228459	2.207830491	2.350552527	1.924453587	1.660401636	2.227938857	0.589997113	1.082055067	0.699902143	2.172450547	0.567601104	0.637478408	3.130141266	3.289045324	2.366490954	0.827784281	-0.147431046	1.437200233	0.122806248	0.29281678	0.654716832	1.179678855	0.30789784	0.754834489	0.733140543	1.387270095	0.968013468	0.864864688	1.149177081	0.03551651	0.917022968	0.588748417	1.920383552	1.892048752	1.265832475	0.864471267	-0.303597552	0.367150176	0.859528246	1.875416186	1.693397199	1.641102186	0.380903622	0.329140209	0.420708164	0.57399161	1.479625083	0.861196995	0.763292888	0.664362961	1.155907545	1.334375947	0.563763716	0.629509936	1.399587385	0.797019121	1.05772103	1.610408178	0.986871004	0.917143646	0.756185259	1.779838063	0.567229658	1.046706801	1.293931142	1.310612697
Fam107b	-0.18419789	-0.76287022	-0.94366654	-0.36878914	-0.98203722	-0.461583476	-0.3118556	-0.11293479	-0.863940102	-0.929221339	-0.20652748	-0.3209293	0.02394568	-0.1998466	-0.750736	-0.70852797	-0.41382604	-0.32635631	-0.23983078	0.01819176	-0.29440112	-0.72014653	-0.56478452	-0.10955243	-0.70078939	-0.6890716	-0.21576443	-0.5123181	-0.58586601	-1.088049264	0.0830405	-0.4106924	-0.32929035	-0.981761331	-0.1935446	-0.07148166	-0.27706633	-0.46851946	-0.13861133	-0.02585232	-0.42598479	-0.83565245	-0.63255934	-0.20041072	-0.704264773	-0.269247761	-0.648616524	0.291646556	-0.446152754	-0.544250914	-0.491199774	-0.431879354	-0.619353954	-0.546674604	-0.80778304	-0.6886286	-0.54772451	-0.38996018	-0.31195877	-0.55105239	-1.18579502	-0.63630239	-0.17324531	-0.20665739	-0.2543509	-0.18684672	-0.56803067	-0.39962134	-0.39962076	-0.69408039	-0.49583191	-0.46248286	-0.64509601	0.15962546	-0.51799859	-0.12259226	-0.5380573	-0.470482482	-0.23885627	-0.08043539	-0.49155146	-0.38492225	-0.2890619	-0.25926519	-0.297464469	0.17188059
Mbnl1	-0.03024399	0.40366326	0.09752858	0.39637669	0.20446482	-0.02245092	-0.0415737	0.08347484	0.2257978	0.05285731	0.06556534	-0.12333578	-0.08600861	-0.03608443	-0.26205075	-0.14908269	0.18135622	-0.0919354	-0.21313243	-0.17983963	-0.07860778	-0.05473121	0.00450029	0.19992382	0.01540507	0.14069247	0.15103667	0.14366338	0.08531619	0.39168329	0.0325495	0.19954786	0.24551819	0.3468908	-0.03045606	0.64380291	0.42754254	0.2763119	0.12191122	0.05384168	0.10092568	0.02843208	-0.03022021	0.06287264	-0.01940623	0.06603753	0.068469635	0.466297725	-0.130247255	-0.052402315	0.063805965	0.195672905	0.027694805	-0.082605745	0.235592545	-0.015767495	0.159583915	0.087374775	0.131117365	-0.261251885	0.417415705	0.067655975	0.144295315	0.117211725	0.148721045	0.179168465	0.206253145	0.202616285	0.068679575	0.286278255	-0.145029095	-0.046400205	-0.150825145	0.045304075	-0.074525475	0.089523855	-0.058208105	0.010846345	0.049747345	-0.016338055	-0.292178405	0.053719985	-0.007002245	0.110607175	0.573209095	0.146930155
Trim25	1.23895618	1.44642489	1.57118966	1.30899342	1.48455207	0.83866366	0.77070948	1.04107215	1.060731	1.32460366	0.61658613	0.88302069	0.2416313	0.80353918	1.07651268	1.22665371	1.01897648	0.74040304	1.02235464	1.1411144	1.25454986	1.7875189	1.40179473	1.16139167	1.35412157	1.62684295	0.87362282	0.77492157	1.02218173	1.0826076	0.92801685	0.98947023	1.45302552	1.47315362	1.40370578	1.40334808	1.16023209	0.82560548	1.12039089	1.02085576	1.17775643	1.38222064	0.95500074	1.19988792	1.06081241	1.17349368	1.076161291	1.760836601	1.016368041	1.105600391	0.777566191	0.777632911	1.131144491	1.240872181	0.847781995	0.870011745	1.072815705	1.312936625	1.067833275	1.234751285	1.607673765	1.388008975	0.699477875	1.022803055	0.726464175	0.861507015	1.154615895	1.191861555	1.121719685	1.769093715	1.183424325	1.330632175	1.072716865	0.225781125	0.733169085	1.078656635	0.911950675	1.052449135	1.322241335	1.088245825	1.135913335	1.478973045	1.232112995	1.190413965	1.474857595	0.927319165
