data	B6_i	B6_ii	B6_iii	B6_iv	B6_v	D2_i	D2_ii	D2_iii	D2_iv	BXD1_i	BXD1_ii	BXD2_i	BXD2_ii	BXD5_i	BXD5_ii	BXD8_i	BXD6_i	BXD6_ii	BXD9_i	BXD9_ii	BXD11_i	BXD11_ii	BXD12_ii	BXD13_i	BXD13_ii	BXD14_i	BXD14_ii	BXD15_i	BXD15_ii	BXD16_i	BXD16_ii	BXD18_i	BXD18_ii	BXD19_i	BXD19_ii	BXD20_i	BXD20_ii	BXD22_i	BXD22_ii	BXD27_i	BXD27_ii	BXD28_i	BXD28_ii	BXD29_i	BXD29_ii	BXD32_i	BXD32_ii	BXD34_i	BXD34_ii	BXD39_i	BXD39_ii	BXD40_i	BXD40_ii	BXD42_i	BXD42_ii	BXD43_i	BXD43_ii	BXD44_i	BXD44_ii	BXD48_i	BXD48_ii	BXD50_i	BXD50_ii	BXD51_i	BXD51_ii	BXD55_i	BXD55_ii	BXD60_i	BXD60_ii	BXD64_i	BXD64_ii	BXD68_i	BXD68_ii	BXD69_i	BXD69_ii	BXD73_i	BXD73_ii	BXD75_i	BXD75_ii	BXD79_i	BXD79_ii	BXD83_i	BXD83_ii	BXD86_i	BXD86_ii	BXD89_i	BXD70_i
Rusc2	0.359906573	0.893414486	0.876826634	0.930171706	0.893566976	1.345363	0.349048745	0.578619631	1.081402233	0.727234438	0.615415462	0.345460804	0.800855415	0.3087018	0.505420573	0.475684956	1.182939313	0.700083501	0.633853737	0.633062944	0.486226749	0.495999544	0.41987616	0.313918157	1.468766038	0.683832464	0.833133513	0.398393695	0.499899967	0.718978439	1.052109615	0.952560572	0.840064404	0.216111242	0.397254281	0.403562659	0.70472129	1.041855567	1.218615823	0.244225068	0.690807077	0.133516573	0.778320011	0.396778273	0.322196389	0.405189287	0.67353402	0.481152061	0.154513658	0.786093916	0.856853065	0.565156598	0.972116611	0.438323071	0.749842565	0.957172903	0.824538069	0.689789318	0.769240337	0.886208605	0.629618198	1.83875682	1.011691504	0.530895863	0.416612303	0.486582937	0.644759797	0.706148777	0.889193674	0.631354772	1.507417625	0.52954261	0.660333043	0.395083595	0.43370399	0.210842657	0.056027851	0.491956972	0.451322343	1.082558292	0.782603036	0.396089971	0.85688717	-0.037503327	-0.206296178	0.08586408	0.412052501
Slamf7	1.23144823	1.36535218	1.73855979	0.78110603	1.16532024	0.6406517	1.006892064	1.12619417	0.88210271	1.15050806	1.34686768	1.243874434	0.79446079	0.39591477	0.64463553	1.06737731	0.60169878	0.41543356	1.12830592	1.17980263	0.44948022	1.01849604	1.29469171	1.06834411	0.87877457	1.14206835	1.2085668	1.15315801	1.44080491	1.06590874	1.40586517	1.2153238	1.64982035	1.5679449	2.13260685	1.1169468	1.09947866	1.010550329	1.195247385	0.33597849	0.44597726	0.76693218	0.13459671	0.69021144	0.6509709	1.22722276	1.38072228	0.486036454	1.467476564	0.29574977	1.265843577	0.910384564	1.201259234	1.236012954	1.271005614	1.177242006	1.276404302	0.694758721	0.778913351	0.482040358	2.020560803	1.523722815	0.869332358	1.458500778	1.267205888	1.438542918	1.496704898	1.117878358	1.468053664	0.616179678	1.338258658	0.964475458	1.525042428	1.007116107	1.057234566	0.552335518	0.485022628	0.977067645	-0.155023842	1.247718208	1.032564468	0.925686808	0.042584158	1.012991777	0.646325044	0.532719398	0.532168258
Ltb	-0.523856956	-0.389637109	0.114273713	-1.117346528	-0.558568044	-1.715059422	-0.388974932	-1.184657092	-1.290189504	-1.289829845	-0.740854845	-1.339557824	-1.45282961	-1.21625339	-0.74543398	-0.682993279	-0.472983915	-0.470934949	-1.44750747	-1.04847596	-1.24324453	-0.72077139	-1.365278135	-1.61162079	-2.160970689	-0.71058867	-1.035331232	-0.571997471	-0.765036149	-2.524749014	-1.102025278	-0.380073293	0.124292262	-1.310546785	-1.300281459	-1.244165409	-0.792113545	-1.192545366	-1.27501214	-1.284210599	-0.476351487	-1.721052468	-0.948314892	-1.151033772	-0.893561553	-2.213442973	-1.496736114	-1.45414178	-1.91549178	-1.244023714	-0.583142204	-0.597212562	-0.253862686	-1.590632365	-1.230472897	-1.301670188	-1.149235482	-0.84022089	-0.560891138	-1.625765817	-1.444549977	-0.930442808	-1.587991563	-0.789148562	-0.790809819	-1.277603485	-1.634501664	-0.205353165	-0.03090905	-0.703551597	-0.345253381	-1.487792686	-0.607882332	-0.721804265	-1.022543455	-1.653917283	-1.163434021	-1.069083642	-1.374677527	-1.800457981	-1.59210264	-0.098257183	-1.073645175	-0.714719825	-1.037797462	-2.345301876	-1.770192923
Ptges	3.423068301	3.750946613	4.042899309	3.092060186	3.945747013	2.781345628	2.527752382	2.517436863	3.135442071	2.503045578	2.955082111	2.870617316	3.499754874	3.082756712	2.065246073	2.620937805	3.570342127	3.162008251	3.912767575	3.769629943	3.419071015	3.428205989	1.758859419	2.558869812	2.943535411	3.985613238	3.870447702	3.163167929	3.250447832	3.275957177	4.010664923	2.583400831	2.468428486	2.583332826	2.527249123	3.995048279	3.733829642	2.48320592	3.005038272	2.282994638	2.71937623	3.018464213	3.102207898	3.693910414	3.606579514	2.133702685	2.013913725	2.509789636	2.029076272	3.420921237	3.085085367	3.940405987	3.820626549	2.974634232	2.804642585	3.536269541	3.800517732	4.002548972	4.365395716	3.148817389	2.972567008	3.421313986	3.254854848	2.473768337	2.608203129	2.412497982	3.214678431	3.883244939	3.683413649	3.010123219	3.565706756	4.067790725	4.19216799	1.914083111	3.292281034	2.545470545	3.187401219	2.330380698	2.906296511	3.264380432	2.609827728	2.743737925	2.57520705	3.094913878	2.629159952	2.070279444	3.015623796
Chi3l3	-0.35758703	0.17844515	0.48357245	-0.63456513	0.40630545	-0.45892474	0.2066305	-0.56146307	-0.5719779	-0.55019775	-0.38991636	-0.68583345	-0.25906836	-0.76030111	0.37554998	-0.49983034	1.45931184	0.81401783	-0.87282381	0.36989181	-0.42768351	0.66338953	-0.53029913	-1.06113183	0.21140408	-0.02110445	0.60004383	-0.5049098	-0.3559439	-0.72828965	-0.14852677	-0.52063531	-0.92095731	-2.21888235	-1.26667824	-0.1970231	-0.02445069	-0.45922448	-0.28800596	-1.12673649	0.17352894	-1.22471042	0.3887759	0.26547337	0.03522724	-0.55803584	-0.567678	-0.56393174	-1.32035127	-0.41817086	0.174736611	-0.63558905	0.019818771	-0.20424526	0.430272321	-0.450371005	-0.338271445	-0.518621925	-0.084302175	-0.517164725	-0.306373745	1.347286455	-0.037315885	-0.319756945	-0.223484525	-0.449395365	-0.824085945	-0.476445845	0.184174565	-1.221856355	0.534185395	-0.707612795	-0.429099145	0.057221565	-0.875357045	-0.199206915	-0.677251635	-0.013482045	-0.313047115	0.222388305	-0.538011095	-0.148520925	0.262751615	-0.557732415	-0.944439895	-0.943723825	-0.831460605
Rbl1	-0.71617169	-0.70724212	-1.080351142	-0.43387006	-1.212895246	-0.46408198	-0.83093811	-0.62210891	-0.924345808	-0.58128054	-1.234821046	-1.00963824	-1.23714972	-0.46369748	-0.999581359	-0.61152068	-0.19005783	-0.98602489	-0.814969773	-0.924863062	-0.602287119	-0.941109562	-1.015104784	-0.35052023	-0.63156874	-1.039239863	-0.62115976	-0.99401898	-0.80125128	-0.709779363	-1.02604783	-0.58890494	-0.71194225	-1.114025541	-1.494050375	-0.5283667	-0.68652856	-0.58845646	-1.01017901	-0.346331885	-0.996253612	-0.63246459	-1.03597186	-0.62801417	-0.87888256	-0.64452837	-0.53002762	-0.693736969	-0.683731699	-1.004529639	-1.077509919	-0.696151789	-1.166846648	-0.118923709	-0.968852544	-0.878582091	-1.238716961	-0.887161581	-1.046440571	-0.749658621	-0.925000361	-0.637331308	-0.816656473	-0.716666141	-0.826351391	-0.185656201	-0.672944741	-0.864954411	-1.020769997	-0.503840931	-0.701996197	-1.156515729	-1.086993389	-1.136095871	-0.673154525	-0.870047309	-0.561104645	-1.213690053	-0.990017836	-0.864068064	-0.522982711	-0.895789271	-0.796449017	-0.734350671	-0.792732041	-0.277486559	-0.683087561
Snapc3	0.520701963	0.810517294	1.310686776	0.892067919	0.517261831	0.320613461	0.771427739	0.671234198	0.580819	0.37376256	0.583777459	0.578792573	0.511668457	0.566213161	0.415482397	0.64644432	-0.122579622	0.079448553	0.466946286	0.555462103	0.194123794	0.391108259	0.448679623	0.702580713	0.38620499	0.691671659	0.943593166	0.645528766	0.595229559	0.380724787	0.236243833	0.693375583	0.955435772	1.163289337	0.970055344	0.734280927	1.048666482	0.813888723	0.497052947	0.38998957	0.21712791	0.557332849	0.383791339	1.060390581	0.87567674	0.567458334	1.012167459	0.553486139	0.643424366	0.375450603	0.658691154	0.623120991	0.743893656	0.638634646	0.4403912	0.445878985	0.562265644	0.509193268	0.711617794	0.326799561	0.616889689	1.414076837	1.040201412	0.556460162	0.348451426	0.172282189	0.597652558	0.502580571	0.860729335	0.506740047	1.304972418	0.206684279	0.529940861	0.509536346	0.646365743	0.498460144	0.420535068	0.438139858	0.524055723	0.82656658	0.522928604	0.355189811	0.383094698	0.568856983	0.812716793	0.744254321	0.510820026
7530420F21Rik	1.061682739	2.018945369	2.28076314	2.758933884	2.589486883	-3.172850683	4.987912451	1.329260161	2.440296654	-0.789736172	0.738614526	-0.986804603	0.738432914	-0.606409302	2.002510318	0.993330964	2.211321114	2.278704475	0.837057911	1.630834843	1.078868748	1.213234504	1.795385295	-2.848282652	0.954506528	2.35452484	0.743445625	2.076868082	1.106956239	-2.084524158	1.760035536	-0.037540967	1.728925387	2.1342628	2.465443839	0.261693943	1.390805715	-0.515033623	0.756861825	1.903936436	1.427772672	-0.555940095	1.629004463	2.008275812	0.488309082	-0.796048869	1.665114766	0.570828989	-4.818892822	2.400034577	2.21361884	-0.391883434	2.661044312	2.62899873	1.682314368	0.227705949	-0.123359426	-0.456593645	-1.120761345	0.825268868	-0.553442781	1.718715459	2.381171549	0.667143152	0.625300345	0.74879293	-0.441413438	0.81774537	2.860144114	1.7199956	0.755129399	3.677585982	1.684418628	0.886290635	-0.362351354	1.553490431	-1.300381909	1.999861137	0.350858451	2.67652949	0.686579346	2.075853822	2.199550614	0.945609067	1.564362517	0.72058986	-2.780031857
Lss	0.1252982	0.326010011	0.08514037	0.553960774	0.99203344	0.468638492	0.25355936	-0.174353799	0.613042175	0.149753311	0.330321756	-0.31637276	-0.285673702	0.476301748	0.952048983	-0.09239891	0.407060999	1.135499082	0.346586452	0.226169027	0.322038576	0.865614766	0.301276224	0.504871143	0.934020077	0.656984906	0.250894364	0.20144195	-0.18739036	-0.102103466	0.301903057	0.16486708	-0.133633813	-0.576707584	0.159152637	0.238453148	-0.019378128	-0.321633406	0.01804899	0.420195985	0.531026633	0.32676216	0.344468832	-0.077231716	-0.088762633	-0.197240242	-0.154505875	0.491257155	0.548243056	-0.365264522	-0.566967489	0.34949383	0.874397934	0.127891266	0.293855028	-0.402621806	-0.404640716	0.309547904	0.552307304	0.328368744	0.070225514	1.175569029	0.324325492	0.851413817	0.351288817	0.111132527	-0.402180699	0.556944753	-0.036835277	0.664101987	0.916886158	0.595863379	0.760468066	0.407069379	0.934297649	0.315862914	-0.206500471	-0.221135086	0.035723884	0.753063963	0.442385531	-0.044318378	0.116111341	-0.693723544	-0.289548152	0.483760464	0.235577374
Socs6	-1.08111869	-1.08847391	-1.23831143	-0.58946642	-1.19759565	-0.27839719	-1.106304171	-1.131183874	-1.520010187	-0.509661862	-1.1381141	-1.204396041	-1.481854921	-0.185451828	-0.31551332	-0.80553489	-1.62822379	-1.778377165	-0.60202788	-0.995604298	-0.656980213	-0.79007133	-0.827409276	-0.48582207	-1.21731202	-0.787000501	-1.325304465	-0.43598657	-1.05503094	-1.23203687	-1.433992334	-0.354719146	-0.770135872	-0.67682605	-1.31006315	-0.49083448	-0.690828046	-0.52983625	-1.37995093	-0.13852196	-0.581124804	-0.87291685	-1.75316972	-0.79959565	-0.91578093	-0.87061848	-1.344119158	-0.351310921	-0.589954631	-1.25994032	-1.755850587	-0.388283331	-1.136958279	-0.774998551	-0.932862661	-0.938484742	-1.357545393	-1.069504732	-1.38756843	-0.452965742	-0.582959212	-1.253774346	-0.581209812	-0.618920721	-0.946037629	-0.745324312	-0.971160852	-0.903465372	-0.843164801	-0.268745083	-0.658373732	-0.782044913	-0.794257512	-1.280448171	-1.302843442	-1.124510654	-0.553377182	-1.350003011	-1.175174904	-0.919882744	-0.565162242	-0.741972381	-0.643890262	-1.008323362	-0.700505532	-0.664671822	-0.222990642
Emr4	0.17942581	0.13763134	1.05651692	0.31127944	1.67782912	-0.27748196	0.00385981	-0.44066432	-0.04605729	-0.207092	0.34170341	-0.758038523	0.717773441	0.29854413	1.41021117	-0.68579662	1.66723089	2.01622631	-0.22853043	1.09562537	-0.34545907	0.80311249	-0.1484443	-0.55087056	0.75106916	0.19899438	0.19401282	0.27691307	0.68003575	-0.1316913	0.35682288	-0.2892439	0.04160274	-0.95412311	-0.16299823	0.05438165	0.59535885	-0.56692393	-0.35018138	-0.29028226	1.48735382	-0.45980917	0.70195039	0.46777272	0.46952429	-0.34343037	-0.04308525	-0.090685643	0.009126567	0.372260647	0.429820787	0.503399767	0.472820557	-0.001275313	0.149310547	-0.17300775	0.39603246	0.38014843	0.35058727	0.28454406	0.08618924	-0.30975022	-0.05906649	0.21876635	0.81325413	-0.3030244	0.05073715	0.47591473	0.710372635	-0.07722742	0.23366245	1.05213574	1.2133031	-0.14113352	0.57888151	-0.32839271	0.07499495	1.13466037	0.94416103	0.23449086	0.24489487	0.14376975	0.26897935	0.30665035	0.15990473	-0.6070868	0.18881832
Ctse	-1.115855448	-0.318089619	-0.240069023	-0.902131595	-0.14516855	-0.66763921	-0.20376369	-0.607835009	-0.59354791	-0.848629861	-0.135854592	-1.352932502	-1.339569598	-0.95062388	-0.75968661	-1.713887287	3.407773783	4.300061477	-0.60617648	-0.069604875	-1.07771332	-0.74917832	-0.959502207	-1.10015382	-0.49798562	-0.193600893	0.190904602	-0.55729638	-0.64793126	-3.447094237	-0.561892559	-0.470500374	-0.091750913	-5.27651301	-6.430467991	-1.805916964	-0.638121474	-1.309714715	-0.141039988	-0.93932741	-0.62693322	-1.11205298	-0.48966908	-0.24941366	-0.3420667	-0.698138483	-0.67660605	-0.875176143	-1.056401119	-0.893256922	-0.417142023	-0.797541561	-0.713309694	-0.911713664	-0.690907669	-0.947383456	-0.503721517	-1.01596174	-1.22374531	-1.03716011	-1.62228317	0.33042906	-0.77243205	-0.621800137	-0.666095314	-1.772925011	-2.994840238	-0.382044476	-0.517644033	-0.468298607	1.11055471	-0.999169112	-0.400728652	-0.68344882	-0.784533622	-0.957129799	-0.552639174	-1.05237152	-0.611892198	-0.62369631	-1.06812226	-0.86041173	-0.799919337	-0.74722079	-1.619814137	0.035373187	-1.135524544
Nfkb1	1.75995136	1.59174042	1.91095989	1.52846543	1.58769612	1.31533875	1.7662138	1.70724371	1.7175977	1.59604999	1.77719789	1.76463642	1.9645881	1.02138188	1.03118435	1.4739714	1.95415681	1.84100049	1.56717871	1.73196472	1.31948989	1.69058545	1.61504558	1.35857335	1.37586079	1.7037361	1.88740957	1.55884969	1.89053429	1.97187793	1.97217722	1.49252048	1.55180138	1.892929	2.03250653	1.51557422	1.83326251	1.7013153	1.73335487	1.11346722	1.04793952	1.52352099	1.70865562	1.44821673	1.63145138	1.17989526	1.62147836	1.328470798	1.665611378	1.930305138	2.026836518	1.478897808	1.509954138	1.363326318	1.633478048	1.84166809	1.95854011	1.77487881	1.80284822	1.3368135	1.57830814	1.5907055	1.427213	1.85548704	1.88513308	1.50202203	1.66338812	1.68556519	1.95152028	1.30038113	1.48716232	1.68440531	1.85452259	1.65978689	1.78433052	1.39261975	1.19926334	2.03606879	1.82049401	1.82522344	1.64130355	1.39043367	1.2596919	1.50152937	1.48594785	1.22886415	0.99451669
Ccl7	0.067941729	0.509270995	1.190160591	0.237345789	1.730302296	-0.813447883	0.947896772	-0.061324294	1.941064027	0.382324574	2.407969214	0.635632604	2.712437706	-1.041795447	-1.121610995	-0.980673828	-2.00892284	-1.410813956	0.378393479	0.94673915	0.225710137	0.976195306	0.300620604	-1.309256436	1.539469029	2.005207166	1.629788844	-0.561732382	-0.54839559	-0.260095723	1.608032442	0.484411736	0.711851874	3.054437551	2.956430192	1.41627098	-0.426447667	0.707358799	0.373533185	-0.733493485	0.468414656	-0.403937002	0.906538439	0.302800503	1.029651898	-1.059083275	-0.307918187	-0.532274606	-1.819953887	1.619952723	1.235999018	1.211158187	0.202654026	1.375193134	0.574838659	0.963091501	1.497044622	0.643596992	0.951726364	0.654396725	1.028058575	-0.28844017	0.116218162	0.233590162	0.759657585	0.519300537	-0.217187862	1.249507013	1.822259637	-0.820546118	-0.184728614	1.158021764	1.415100049	-0.261882708	-0.167873122	-0.190630792	-0.81467238	1.889179487	1.088291657	0.628932935	-0.226340213	-0.018034405	0.339759183	0.203781974	0.394566364	-1.155321236	-0.107506329
Notch2	-0.13089933	0.06118087	0.04921613	-0.09781921	-0.1772313	0.1105405	-0.51341001	-0.12584732	-0.03269986	0.13661638	-0.3118759	0.10535285	0.09432693	-0.03175889	-0.18880594	0.02539217	0.24697437	-0.06875245	0.08840375	-0.11033286	-0.40252547	-0.20163286	-0.47878967	-0.31506996	-0.42978033	0.08378234	-0.22601346	0.15199124	0.12104452	0.13310303	0.12532979	0.39332841	0.24141978	-0.13891342	-0.3772113	0.11619691	0.41253746	0.1891397	-0.14807205	-0.05616048	-0.16795196	-0.20661101	-0.39903419	-0.28127642	-0.10458896	0.27964151	-0.54801969	-0.204012322	0.025375918	-0.041300652	-0.080689952	0.179238198	0.057872458	-0.184937062	-0.172313882	0.166647715	0.188869525	0.153383095	0.094894925	-0.182587155	-0.220867955	-0.221081025	0.009600835	0.430185745	0.278440275	0.220898795	0.151066355	0.182612105	0.157535525	0.121294445	-0.102917425	0.145402615	0.172999365	-0.139228415	0.170424155	-0.494745075	0.179337285	-0.106520725	0.012818365	-0.227824395	0.018866855	-0.390253095	-0.617657855	-0.427321615	-0.254793345	-0.367120855	-0.073025865
Etv3	0.64959458	0.33121309	0.52339343	0.0680782	0.60129432	0.10715923	0.21259136	0.19780138	0.3175001	0.90315781	0.88330499	0.52470687	0.44777772	0.44525282	0.44812145	0.50533344	-0.38013175	0.03807648	0.63664216	0.91214639	0.28773335	0.98379939	1.46069846	0.41805838	0.53273304	0.73508704	-0.03615834	0.22964631	0.52938948	0.10139231	0.9845958	0.64188304	1.07280396	1.21672496	1.64333175	0.40216089	0.90488953	0.14848553	0.70285186	0.36828332	0.23033986	0.52723627	0.20464251	-0.53841061	-0.29620215	0.47346567	0.48628084	0.574221178	1.272910388	0.031122748	0.182322798	0.435174798	0.528978848	0.309567398	0.749334318	0.395863341	0.266284591	0.293203321	0.393856561	0.597288591	1.458153781	0.161962491	0.582251911	0.372408045	0.396764681	0.574594971	0.471529561	0.808892431	1.308971951	0.936166621	0.536238581	0.777706641	0.974835211	1.066524751	0.144662301	0.134163311	-0.327072679	0.553808761	-0.057807889	0.715113751	0.688822861	1.426054791	0.487080591	0.554607271	0.367897141	-0.564514539	-0.233271119
Il18	0.077459374	-0.079674018	-0.013288563	0.106158377	-0.120775002	0.419733045	0.71147897	0.728359209	0.58558055	0.083761108	0.245368191	0.46034139	0.53522826	0.468878825	0.239210576	0.27071445	1.95582038	0.7613089	-0.710637335	0.38949184	-0.296603003	0.216360605	-0.52935965	0.26087526	1.626680026	-0.345468223	0.43877673	-0.822203009	-0.544148621	0.51175833	0.52816206	0.34617971	0.41012608	-0.8086252	-0.74374465	0.067603037	-0.369047489	1.392350118	0.666761733	-0.525855693	-0.59869954	0.958633077	0.784807019	0.256165963	0.202751659	0.5317437	1.10288717	-0.577226478	-0.14202918	0.48896106	0.44878356	-0.00313362	0.23191078	0.7373559	0.609429782	0.34364176	0.23821121	-0.2098041	0.23713709	0.485568233	0.585999099	0.72908101	0.65158989	-0.36695852	-0.04958936	0.526140805	0.09461607	-0.2648351	0.10718376	-0.518544305	0.171414534	-0.33208622	-0.4195055	-0.37285256	0.0819043	0.544852484	0.362042896	0.31984323	0.53303646	0.24963442	0.07764227	-0.214207653	1.074049587	0.660915728	0.374289392	0.840851596	-0.689378518
Ifit2	1.754800937	2.336715838	1.076622423	1.217401185	0.82973118	0.773696113	0.98124872	1.966690082	2.449574468	0.281568863	1.438440984	1.564474771	0.690380784	-0.613295688	-0.837266082	1.994843487	2.378074655	0.062335841	0.720804843	1.376156989	0.822124822	1.069832945	0.935110059	1.96861211	1.581116727	1.450283823	1.82499452	0.780818619	0.993947277	2.920476524	3.64839018	1.319781035	1.138217379	3.841670202	2.900143585	3.789480922	2.56108298	2.440419939	2.192601528	0.575978258	-0.046158516	1.87561249	1.805298459	1.168876637	1.887619708	2.410437162	3.198256071	-0.7318891	0.371157893	2.982533043	2.165108465	2.481061394	0.08274022	3.507265704	1.668875547	2.841891927	2.696233068	-0.525477771	1.042375822	2.758574907	2.920427786	1.183953459	0.65158119	0.509960974	0.821636933	3.684756093	2.490669555	1.790976917	2.031534345	0.947636307	0.341601922	0.398820838	1.208450822	-0.371495486	1.434639489	0.539861868	0.809452929	1.534028111	1.908301097	1.482745374	0.653217283	0.16134774	1.399406281	1.281097031	2.545116242	1.676759323	1.042402359
Hdac5	-0.937052295	-0.817437403	-1.667772896	-0.703904341	-1.744806207	-0.61084933	-0.932395285	-0.34133719	-1.021116783	-0.626237438	-1.228839792	-0.946100072	-1.720765733	-0.67504885	-0.752377186	-0.7005659	-0.898303374	-1.775477088	-0.602145902	-1.372396278	-0.692127673	-1.08201506	-1.278195838	-0.666365233	-1.156417482	-0.83897873	-1.085038625	-0.263219385	-1.002596141	-1.259156165	-1.74175743	-0.25426018	-0.79920437	-0.985443777	-1.558006269	-0.999586552	-1.485361289	-0.55567561	-1.22999091	-0.0470338	-0.671224984	-0.81152286	-1.753791204	-0.736961521	-0.421816822	-0.49201499	-0.942252231	-0.355497838	-0.950095459	-1.017047866	-1.2230693	-0.64409838	-1.179029242	-1.106902436	-1.080747525	-1.052434359	-1.483318549	-1.102141193	-1.270614191	-0.791060605	-1.039421704	-1.450629476	-1.074740535	-0.331109079	-0.830073718	-0.129933996	-0.542704189	-0.698094217	-1.138286234	-0.201151227	-0.744130589	-0.94411004	-1.12808614	-0.881955987	-1.374705828	-1.318780459	-0.073053863	-1.32286649	-1.144198122	-1.353760343	-0.946857632	-1.137582026	-0.84036325	-1.147732933	-0.595496413	-0.244018826	-0.316853325
Ereg	4.370231803	4.708037409	5.81681604	4.351590777	3.557778023	3.923073737	5.432096295	5.421683998	7.192369142	4.714601732	5.08653783	6.263493815	4.697790929	0.045667394	1.054977737	4.80068589	7.097664331	6.445639431	3.115042658	4.253272049	4.575294574	4.084719763	2.34287309	2.948131407	3.323740338	4.668065149	4.406410638	2.607382798	2.91431116	5.092756948	7.157101273	4.897569502	5.84113489	2.759720078	4.040282122	3.958624875	3.573009047	2.622469901	5.22718176	1.917611372	-0.086800501	4.512539643	3.098019584	2.996780173	2.721859293	4.553662383	4.30797565	1.756640404	2.52580433	5.260982344	5.277667114	2.970361809	4.220360699	3.827100316	5.276969716	5.311073569	7.097703453	4.037057942	4.739889319	3.391219544	4.521463258	4.22650031	3.573729176	4.164644041	3.814958082	3.491123629	5.006826921	3.500996836	4.543395582	3.237259743	4.117115317	3.814776298	4.399177249	4.375571017	5.317099658	4.627397719	2.510990434	3.69357313	2.980763255	4.400938282	3.545507804	3.361476511	3.545447782	2.434994177	0.746378241	2.199886153	2.156946273
